"题目","朝代","作者","内容","来源","词牌"
"祈祷","","王麟","电话里你说永远不分离⏎我却守着窗外的雨滴⏎不敢和你在一起⏎由于我没有魅力⏎你的唇好像似苦甜蜜⏎甜得让人没有了意志⏎你说我是城市的夜曲⏎我笑得很入迷⏎全世界都看见我激动的呼吸⏎和灿烂的哭泣⏎全世界都听见我心跳的秘密⏎整日胡言乱语⏎祈祷你要永远这么好⏎你要永远对我好⏎永远让我的梦轻轻的飘⏎祈祷我们永远这么小⏎我们永远都不老⏎永远的爱不怕在风雨中飘 飘啊飘⏎你的唇好像试图甜蜜⏎甜得让人没有了意志⏎你说我是城市的夜曲⏎我笑得很入迷⏎全世界都看见我激动的呼吸⏎和灿烂的哭泣⏎全世界都听见我心跳的秘密⏎整日胡言乱语⏎祈祷你要永远这么好⏎你要永远对我好⏎永远让我的梦轻轻的飘⏎祈祷我们永远这么小⏎我们永远都不老⏎永远的爱不怕在风雨中飘 飘啊飘⏎祈祷 你要永远这么好（永远这么好）⏎你要永远对我好 （永远对我好）⏎永远让我的梦轻轻的飘（让我的梦轻轻的飘）⏎祈祷（祈祷） 我们永远这么小 （永远这么小）⏎我们永远都不老 （永远都不老）⏎永远的爱不怕在风雨中飘 飘啊飘","语料库",""
"hallelujah","","邰正宵","也许没有人会了解我⏎人生旅途免不了寂寞⏎我的快乐悲伤有人在乎吗⏎多少次失败一错再错⏎害怕面对内心的软弱⏎孤独地唱着伤心 哈利路亚⏎哈利路亚 哈利路亚 哈利路亚 哈利路亚⏎也许我真的感觉累了⏎前方的路却依然坎坷⏎我还有好多梦想要去追逐⏎如何征服内心的挣扎⏎负担不起痛毁的代价⏎疲惫的心倚靠着 哈利路亚⏎哈利路亚 哈利路亚 哈利路亚 哈利路亚⏎我分不清是真是假⏎这个世界总是善变的⏎我并不太习惯人际的复杂⏎就在我最失落的时候⏎你从未放开我的手⏎笑着流泪陪我唱 哈利路亚⏎哈利路亚 哈利路亚 哈利路亚 哈利路亚⏎原来只有你完全明白我⏎人生旅途不再有寂寞⏎你也曾经历流泪 绝望 刑罚⏎你的爱让我超越虚空⏎你的鞭伤让我得痊愈⏎你为我背负沉重的十字架 哈利路亚⏎哈利路亚 哈利路亚 哈利路亚⏎我以赞美代替忧伤⏎感恩的心不再彷徨⏎因为你的恩典是够我用的⏎眼泪是上帝赐的礼物⏎伤痕是化装的祝福⏎我用生命歌唱着 哈利路亚⏎哈利路亚 哈利路亚 哈利路亚 哈利路亚⏎哈利路亚 哈利路亚 哈利路亚 哈利路亚⏎哈利路亚 哈利路亚 哈利路亚 哈利路亚","语料库",""
"祈祷","","邰正宵","没有忘记我们的童年和愿望⏎只要有你在身旁`那里都还有梦想⏎不曾放弃美丽的童话和盼望`只要有你在心上⏎`哪里都会是天堂`眼泪是上帝的拥抱`让我学会真心依靠⏎`也许来不急天荒地老`我依然为你留泪痴心祈祷⏎祈求你的爱陪伴我摆脱命运的安排⏎只要为你再活一天我就要爱得更精彩⏎`祈求你的爱陪伴我战胜悲剧的无奈⏎就算我们的故事没有明天 情愿一辈子不分开⏎爱情留给我孤独美丽的回忆`好象蓝色的忧郁叫我此情永不郁⏎`眼泪是上帝的拥抱让我学会真心依靠⏎也许来不急天荒地老 我依然为你留泪痴心祈祷⏎祈求你的爱陪伴我摆脱命运的安排⏎只要为你再活一天我就要爱得更精彩⏎祈求你的爱陪伴我战胜悲剧的无奈⏎就算我们的故事没有 明天情愿一辈子不分开⏎我需要拯救`要让爱复活`有了你生命才完整`我无药可救⏎要不顾一切爱你到最后```祈求你的爱陪伴我摆脱命运的安排⏎只要为你再活一天我就要爱得更精彩⏎嗒嗒嘀嘀嗒.......⏎直到在你生命的最后一刻握紧你的手 不放开","语料库",""
"荣耀","","庞龙","成长吓了自己一大跳⏎转眼间已疏远了撒娇⏎发现和光阴开不起玩笑⏎学会了努力把方向寻找⏎梦想不能随意的取巧⏎付出和收获永远打等号⏎摔倒了爬起来继续赛跑⏎坚强是最好的外伤药⏎天空大海湛蓝宽阔⏎风雨怎能阻挡我⏎纵有烈日寒风也要展翅飞翔⏎没有我追求不到的目标⏎流过的汗水是我美丽生命⏎最高的荣耀⏎就算是狂风吹过晒成了盐⏎也有最美的味道⏎流过的泪水是我绚丽人生⏎最高的荣耀⏎不管那流失的青春有多苦涩⏎我依然绽放最美的微笑⏎成长吓了自己一大跳⏎转眼间已疏远了撒娇⏎发现和光阴开不起玩笑⏎学会了努力把方向寻找⏎梦想不能随意的取巧⏎付出和收获永远打等号⏎摔倒了爬起来继续赛跑⏎坚强是最好的外伤药⏎天空大海湛蓝宽阔⏎风雨怎能阻挡我⏎纵有烈日寒风也要展翅飞翔⏎没有我追求不到的目标⏎流过的汗水是我美丽生命⏎最高的荣耀⏎就算是狂风吹过晒成了盐⏎也有最美的味道⏎流过的泪水是我绚丽人生⏎最高的荣耀⏎不管那流失的青春有多苦涩⏎我依然绽放最美的微笑⏎流过的汗水是我美丽生命⏎最高的荣耀⏎就算是狂风吹过晒成了盐⏎也有最美的味道⏎流过的泪水是我绚丽人生⏎最高的荣耀⏎不管那流失的青春有多苦涩⏎我依然绽放最美的微笑","语料库",""
"我祈祷","","孙楠","我祈祷那没有痛苦的爱⏎却难止住泪流多少⏎我祈祷忘记已离去的你⏎却又唱起你教的歌谣⏎我没有怨你⏎我心里知道⏎我祈祷留下孤独的我⏎走向天涯走向海角⏎我祈祷带上无言的爱⏎从此失去心里的微笑⏎我与影同行⏎我知道天涯路漫漫⏎我还要去海角遥遥⏎我知道失去的是什么⏎我又启程却不是寻找⏎我心里明了⏎我象那一只火鸟无声地燃烧⏎我要唱那那一首歌谣⏎伴我天涯海角耶⏎伴我天涯海角⏎yjsc25制","语料库",""
"月光的祈祷","","许茹芸","月光的祈祷⏎爱的窗结了一层霜⏎看流星把叹息拖的好长⏎你许的愿是否一样*⏎真爱像星辰⏎你是我定居的地方⏎而我的幸福只短暂一晚⏎爱若离境⏎我不要爱只活到天亮⏎让泪多点温暖⏎漫漫穿透了绝望⏎爱闻风不动⏎瘫痪在半空中你可曾感受⏎满天的星星闪烁着我的心痛⏎让泪多点温暖⏎慢慢叫醒灰的纱窗⏎快乐已失踪⏎痛已麻木到真空⏎别再让泪水⏎再无边无际的漂流⏎你是我定居的地方⏎而我的幸福只短暂一晚⏎爱若离境⏎空洞冰凉⏎我不要爱只活到天亮⏎祈求月光⏎让泪多点温暖⏎别让阳光⏎漫漫穿透了绝望⏎爱闻风不动⏎瘫痪在半空中你可曾感受⏎满天的星星闪烁着我的心痛⏎祈求月光⏎让泪多点温暖⏎别让阳光⏎慢慢叫醒灰的纱窗⏎快乐已失踪⏎痛已麻木到真空⏎别再让泪水⏎再无边无际的漂流","语料库",""
"祈祷","","张信哲","唯有祈祷  时间都不早⏎一生的所爱  未碰到⏎独对孤寝只得每晚做晚祷⏎天主体恤我  便最好⏎愿我这刻睁开两眼便见到⏎就算今天叱咤风云未足以  太自豪⏎尚有一些东西终也办不到⏎像我追不到的痴心妄想谁  可以代劳⏎难道要我借醉向别人透露⏎愿我即将找到那个就是最好才好⏎愿我不必饱经错折重重⏎帆尽那天方找到⏎诚心 诚意 祷告⏎一走出家里  便碰到⏎连外衣的色彩也似特别衬好⏎每次一想你  便见到⏎连在哼的歌曲与你亦像约好⏎若说心中的要求那么高  找不到⏎遇见差不多的总也是鼓舞⏎无谓让我孤孤单单观看人家  携手相偕老⏎然后我却惯了与夕阳散步⏎愿我即将找到那个就是最好才好⏎愿我不必饱经错折重重⏎帆尽那天方找到⏎愿我即将找到那个就是最好才好⏎愿我不必饱经错折重重⏎帆尽那天方找到⏎奇迹 回报⏎才有 奇迹 来到⏎愿我即将找到那个就是最好才好⏎愿我不必饱经错折重重⏎帆尽那天方找到⏎愿我即将找到那个就是最好才好⏎愿我不必饱经错折重重⏎帆尽那天方找到","语料库",""
"笑死朕","","陈奕迅","若是未习惯 计数 算数 放弃饰演祖冲之⏎在中文科 李白 都有讲⏎自古天生有用不要慌⏎尚有一线希望⏎地上没别个 似我 说笑 说到查利都开声⏎问我索取秘方⏎崇拜我的杀伤力⏎只可以讲⏎无厘头原为 寻求 和平⏎无聊学叙述 另类行为习性⏎怎么你 眼泪喷 肚麻痹 脱牙骹⏎皆因我 暗地里 按住你 笑穴⏎邀请你 接下句 当回礼 当复仇⏎可惜你 却没有 发现我 笑穴⏎活着就是痛 哄哄 骗骗 骗了三餐加一宿⏎白手兴家 你在 讲废话⏎另一边厢 我在 讲笑话⏎两者一决高下⏎电视在直播 某个 政客 说了整整七分钟⏎闷到我熄了他⏎来个笑话笑死朕⏎不可以吗⏎耶和华民望日日 落后⏎如来佛避忌 就话 投陈奕迅⏎怎么你 眼泪喷 肚麻痹 脱牙骹⏎皆因我 暗地里 按住你 笑穴⏎邀请你 接下句 当回礼 当复仇⏎可惜你 却没有 发现我 笑穴⏎Eric Kwok⏎拜托开个玩笑 令人觉得好笑⏎Jerald Chan⏎你说的太爤了 没人笑⏎怎么你 眼泪喷 肚麻痹 脱牙骹⏎皆因我 暗地里 按住你 笑穴⏎邀请你 接下句 当回礼 当复仇⏎可惜你 却没有 发现我 笑穴⏎好想笑 终于我开窍⏎不可勉强别人⏎只得我 有办法 按住我 笑穴⏎怎么你 眼泪喷 肚麻痹 脱牙骹⏎皆因我 暗地里 按住你 笑穴⏎邀请你 接下句 当回礼 当复仇⏎可惜你 却没有 发现我 笑穴","语料库",""
"祈祷","","高胜美","让我们敲希望的钟呀⏎多少祈祷在其中⏎让大家看不到失败⏎叫成功永远在⏎让地球忘记了转动呀⏎四季少了夏秋冬⏎让宇宙关不了天窗⏎叫太阳不西冲⏎让欢喜代替了哀愁呀⏎微笑不会再害羞⏎让时光懂得去倒流⏎叫青春不开溜⏎让贫穷开始去逃亡呀⏎快乐健康留四方⏎让世间走不到黑暗⏎幸福像花开放⏎让欢喜代替了哀愁啊⏎微笑不会再害羞⏎让时光懂得去倒流⏎叫青春不开溜⏎让贫穷开始去逃亡呐⏎快乐健康留四方⏎让世间走不到黑暗⏎幸福像花开放⏎让世间走不到黑暗⏎幸福像花开放⏎幸福像花开放","语料库",""
"蜗牛与黄鹂鸟","","卓依婷","阿门阿前一棵葡萄树⏎阿嫩阿嫩绿地刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿嘻阿嘻哈哈在笑它⏎葡萄成熟还早地很哪⏎现在上来干什么⏎阿黄阿黄鹂儿不要笑⏎等我爬上它就成熟了⏎阿门阿前一棵葡萄树⏎阿嫩阿嫩绿地刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿嘻阿嘻哈哈在笑它⏎葡萄成熟还早地很哪⏎现在上来干什么⏎阿黄阿黄鹂儿不要笑⏎等我爬上它就成熟了⏎阿门阿前一棵葡萄树⏎阿嫩阿嫩绿地刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿嘻阿嘻哈哈在笑它⏎葡萄成熟还早地很哪⏎现在上来干什么⏎阿黄阿黄鹂儿不要笑⏎等我爬上它就成熟了","语料库",""
"上帝听祷告(live)_-_live","","张崇基&张崇德","谁了解 此时我心⏎正欲言但不语⏎谁会知 心灵痛楚⏎象是千斤重枷锁⏎心里充满怀疑 世界象是静止⏎唯独你是我一生的靠倚⏎上帝听祷告 我在祷告⏎他的爱永不止息⏎我看前路极灰暗⏎就让神为我指引⏎我软弱 他拥抱 我未能 他可以⏎上帝应许让我艰辛最后跨过⏎他听祷告⏎神了解此时我心⏎眼泪从未轻看⏎从最初一如最初⏎从来都不变不改⏎心里不用怀疑⏎冀盼未尽未熄⏎神会听声声的叹息⏎上帝听祷告 我在祷告⏎他的爱永不止息⏎我看前路极灰暗⏎就让神为我指引⏎纵软弱 他拥抱 我未能 他可以⏎上帝应许让我艰辛最后跨过⏎他听祷告⏎上帝听祷告 我在祷告⏎他的爱永不止息⏎他看灵魂极宝贵⏎就让神为我指引⏎纵软弱 他拥抱 我未能 他可以⏎上帝应许让我艰辛最后跨过⏎他听祷告","语料库",""
"写给离开的你","","洛天依","围困住我的⏎那追不到的⏎很久以前有个⏎单纯的傻瓜⏎现在还好吗⏎你曾喜欢过⏎王子公主啊⏎现在⏎在哪⏎在我们⏎让我还可以看你⏎把时间定格住⏎现在⏎穿过人海⏎路过阴霾⏎没人照顾也⏎会自己好起来⏎慢慢⏎终于明白⏎没人依赖⏎也要过的好⏎不辜负你⏎期待⏎我们都像是个⏎迷路的孩子⏎找不到过去⏎留不住现实⏎却又不小心丢了⏎记忆⏎我多想⏎能回到⏎那一年⏎在我们⏎分别开⏎以前⏎让我还可以看你⏎最后一眼⏎把时间定格住⏎成永远⏎la~⏎把时间定格住⏎成永远","语料库",""
"littus~海之彼岸","","洛天依","这名少女来自北方⏎古老而又神秘的异邦⏎有传闻说 她出生的国度连太阳都被拒之门外⏎终年大雪复盖⏎没有人知道她的家乡到底如何⏎蒲公英飞舞 点亮这路途⏎踏破了迷雾 微风和煦轻拂去风尘仆仆⏎明媚阳光播撒春之国度⏎我将轻快的舞步跃出⏎主啊 我今日有一百只羊⏎但今日却只剩不到十只羊⏎您收回了我在人间得到的恩宠⏎是否就是要召唤我去您的身旁？⏎陌生路 小小犯迷糊⏎去何处 心中总是嘀咕⏎故土 抛身后⏎已忘却不顾 不顾⏎倾酒金杯蜜露解百忧⏎纵情欢歌消愁⏎旅人漂泊的歌唱一首⏎随酒饮入喉⏎纵使金银财宝握在手⏎却不比樱桃熟⏎路途不容等候只把故事偷⏎春天踮脚追赶不及⏎好时光就过去⏎还有哪里的风景能迷住眼睛⏎却看见金色盛夏降临⏎温暖有似仙境⏎花开满南国之地⏎如此多情⏎那么，少女为什么一路向南而行呢？⏎理由很简单，她在找一个阳光铺洒大地的温暖国度。⏎对于她来说，温暖是一种神秘⏎正如南方人都觉得北方就是神秘那样。⏎绫罗和绸缎藏秘密宝库⏎金银和宝珠⏎铺作通往奇妙国的马车路⏎灿烂骄阳欢声笑语倾诉⏎异域之梦早不模糊⏎陌生路 怎能犯糊涂⏎去何处 心中已有了悟⏎举目 这繁华⏎还不是归属 起步⏎倾酒金杯蜜露解百忧⏎纵情欢歌消愁⏎旅人漂泊的歌唱一首⏎随酒饮入喉⏎纵使金银财宝握在手⏎却不比樱桃熟⏎路途不容等候只把故事偷⏎风浪席卷蔓延天际⏎希冀守不住平静⏎值得期盼的光景来得不容易⏎回头看来时长长脚印⏎白雪落满肩颈⏎揭落了心中谜底⏎就在那里⏎少女厌倦了北方的冰雪和歌谣，⏎就大胆地来到了外面的世界，追寻自己的梦想了。⏎她已经到过了很多气候宜人的地方，⏎可她没有止步于此。⏎一个甜蜜的小屋远远不能满足她，⏎她想要找到的，应该更令人惊讶……⏎她又继续寻找起了这样的国家。⏎少女有预感。⏎很快，很快。⏎海洋彼岸传来的那请澈歌声⏎缠绕耳边伴随海风⏎家乡的模样⏎已经不记得⏎就算孑然一身 仍寻梦⏎孤身前行将漂泊何处⏎心中还未定数⏎负手仰望蓝天将远渡⏎休整后起步⏎阳光轻抚瓶中彼岸花⏎却引熏香更浓⏎一捧故乡泥土抛洒在海中⏎故事随长发一起变老⏎年少终将落幕⏎年轻的心随梦留在了⏎曾走过的路⏎风中依稀传来的歌声⏎依旧动听如故⏎旅途中传递的梦还未结束⏎如同小鹿乱撞般悸动⏎迈步风色幻想中⏎月光下映照梦想的清澈瞳孔⏎如同万花镜般闪烁着⏎星光沉浮的旅途⏎承载愿望的翅膀⏎飞向天空⏎少女有预感。⏎很快就能抵达那片阳光下了。","语料库",""
"北京颂歌","","阎维文","灿烂的朝霞⏎升起在金色的北京⏎庄严的乐曲⏎报道着祖国的黎明⏎啊北京啊北京⏎祖国的心脏 团结的象征⏎人民的骄傲 胜利的保证⏎各族人民把你赞颂⏎你是我们心中⏎一颗明亮的星⏎火红的太阳⏎照耀在中南海上⏎伟大的首都⏎你是毛主席居住的地方⏎啊北京啊北京⏎大庆红旗向你飞舞⏎大寨红花向你开放⏎捷报来自边疆海港⏎喜讯传遍村镇城乡⏎啊北京啊 北京⏎我们的红心和你一起跳动⏎我们的热血和你一起沸腾⏎你迈开巨人的步伐⏎带领我们奔向美好的前程","语料库",""
"少女的祈祷","","杨千嬅","沿途与他车厢中私奔般恋爱⏎再挤逼都不放开⏎祈求在路上没任何的阻碍⏎令愉快旅程变悲哀⏎连气两次绿灯都过渡了⏎与他再爱几公里⏎当这盏灯转红便会别离⏎凭运气决定我生死⏎祈求天地放过一双恋人⏎怕发生的永远别发生⏎从来未顺利遇上好景降临⏎如何能重拾信心⏎祈求天父做十分钟好人⏎赐我他的吻如怜悯罪人⏎我爱主同时亦爱一位世人⏎祈求沿途未变心请给我护荫⏎为了他不懂祷告都敢祷告⏎谁愿眷顾这种信徒⏎用两手遮掩双眼专心倾诉⏎宁愿答案望不到⏎唯求与他车厢中可抵达未来⏎到车毁都不放开⏎无论路上历尽任何的伤害⏎任由我决定爱不爱⏎祈求天地放过一双恋人⏎怕发生的永远别发生⏎从来未顺利遇上好景降临⏎如何能重拾信心⏎祈求天父做十分钟好人⏎赐我他的吻如怜悯罪人⏎我爱主同时亦爱一位爱人⏎祈求沿途未变心请给我护荫⏎为了他不懂祷告都敢祷告⏎谁愿眷顾这种信徒⏎太爱他怎么想到这么恐怖⏎对绿灯去哀求哭诉⏎然而天父并未体恤好人⏎到我睁开眼无明灯指引⏎我爱主为何任我身边爱人⏎离弃了我下了车⏎你怎可答允","语料库",""
"惟见荣耀里的基督","","台湾福音书房","何等喜乐 何等喜乐 我们能够一无所有⏎一无所是 一无所见 惟见荣耀里的基督⏎何等喜乐 何等喜乐 我们能够一无所有⏎一无所是 一无所见 惟见荣耀里的基督⏎何等喜乐 何等喜乐 我们能够一无所有⏎一无所是 一无所顾 惟顾祂在地权益⏎何等喜乐 何等喜乐 我们能够一无所有⏎一无所是 一无所见 惟见荣耀里的基督⏎何等喜乐 何等喜乐 我们能够一无所有⏎一无所是 一无所顾 惟顾祂在地权益⏎何等喜乐 何等喜乐 我们能够一无所有⏎一无所是 一无所见 惟见荣耀里的基督⏎何等喜乐 何等喜乐 我们能够一无所有⏎一无所是 一无所顾 惟顾祂在地权益⏎惟顾祂在地权益","语料库",""
"祷告与主来往交通","","台湾福音书房","祷告与主来往交通，⏎祂面灵里来寻求；⏎祂前求问并且静听，⏎隐密之处来等候。⏎祷告与主来往交通，⏎祂面灵里来寻求；⏎祂前求问并且静听，⏎隐密之处来等候。⏎祷告与主来往交通，⏎从你里面全敞开；⏎敞着脸面将祂瞻仰，⏎单一、纯洁又实在。⏎祷告与主来往交通，⏎祂面灵里来寻求；⏎祂前求问并且静听，⏎隐密之处来等候。⏎祷告与主来往交通，⏎凭信将祂来寻求；⏎学习来摸祂这活灵，⏎恭敬、仰望并等候。⏎祷告与主来往交通，⏎祂面灵里来寻求；⏎祂前求问并且静听，⏎隐密之处来等候。⏎祷告与主来往交通，⏎以灵、以真为祕诀；⏎总要凭灵祷告、求问，⏎照着里面的感觉。⏎祷告与主来往交通，⏎祂面灵里来寻求；⏎祂前求问并且静听⏎隐密之处来等候⏎祷告与主来往交通，⏎诚垦静听祂所言；⏎让祂心意印刻于你，⏎使你成全祂心愿。⏎祷告与主来往交通，⏎祂面灵里来寻求；⏎祂前求问并且静听⏎隐密之处来等候⏎祷告与主来往交通，⏎沐浴在祂面光中；⏎让祂荣美将你浸透，⏎使你返照祂面容。⏎祷告与主来往交通，⏎祂面灵里来寻求；⏎祂前求问并且静听⏎隐密之处来等候","语料库",""
"哦主撒冷是你所建设","","台湾福音书房","哦，主，撒冷是你所建设⏎来赐给世上所有蒙恩的罪人⏎一切蒙血救赎，洗得洁净者⏎你都赐给权柄可入她的门⏎光是她荣耀已足使我羡慕⏎何况我主你是住在她中间⏎怎不叫我被吸引注目远处⏎就是不见天时也在想着天⏎哦，主，当我每想到撒冷⏎我就切切想要看见你的容颜⏎我心盼望我能早日被提升⏎好使我能早日倚傍你身边⏎我心真羡慕能早日到新地⏎能同所有爱你的人来爱你⏎时常歌颂你的爱无边无极⏎时常记念你爱舍己的踪迹⏎哦，主，我所欢喜和羡慕⏎不是红石绿宝，也非碧玉精金⏎我所想念乃是你，爱我的主⏎你是何等可爱，何等倾我心⏎我求你早日成全我的心愿⏎提接我到你前，不再有别离⏎好叫我与你同住直到永远⏎常能看见你，也常能听见你⏎撒冷是爱，是光，又是诗⏎因为有你在内作中心，并奖赏⏎因为有你自己和你的丰姿⏎才使撒冷对我能成为盼望⏎因为有了你，万物才得更新⏎叹息才成过去，眼泪才会干⏎我心才会满了安息与欢欣⏎主啊，为何你不早日快显现","语料库",""
"主耶和华永是我牧者—诗篇二十三篇","","台湾福音书房","主耶和华永是我牧者⏎使我躺卧，令我喜乐⏎祂领我在可安歇水边⏎何等满足，何等甘甜⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我且要住在神的殿中，直到永远⏎享受祂为我摆设的筵席⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我的牧者是我青草地⏎也是流水使我安息⏎我在灵中享受祂丰富⏎吃喝祂，哦，何等蒙福⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我且要住在神的殿中，直到永远⏎享受祂为我摆设的筵席⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我的牧者使我魂苏醒⏎行走义路随祂引领⏎我虽行过死荫的幽谷⏎有祂同在，我能安渡⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎祂在敌前为我设筵席⏎在筵宴间击败仇敌⏎丰厚膏油祂抹我头上⏎我的福杯满溢流淌⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我且要住在神的殿中，直到永远⏎享受祂为我摆设的筵席⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我今安住在我神殿里⏎享受神的美善不已⏎我的喜乐非口舌能述⏎因主自己是我满足⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我⏎我且要住在神的殿中，直到永远⏎享受祂为我摆设的筵席⏎我一生一世必有恩惠慈爱随着我⏎必有恩惠慈爱随着我","语料库",""
"等候耶和华，重新得力","","台湾福音书房","等候耶和华，重新得力⏎必如鹰展翅，上腾离地⏎凭复活大能，翱翔天际⏎奔跑不困倦，行走不疲⏎飞向蔚蓝天，远离家乡⏎脱世俗羁绊，去地捆绑⏎愿受主差遣，同祂前往⏎将国度福音　带给万邦⏎神的飞鹰，展翅翱翔⏎直到锡安，永远同主作王⏎顾到神权益，不为自己⏎使我被取代，让主顶替⏎与主成为一，有如飞鹰⏎成为得胜者，击败仇敌⏎往普天下去，传扬福音⏎栽种召会树，开展移民⏎作耶稣见证，跟随七灵⏎金灯台照亮，国度降临⏎神的飞鹰，展翅翱翔⏎直到锡安，永远同主作王⏎神的飞鹰，展翅翱翔⏎直到锡安，永远同主作王","语料库",""
"耶稣我主荣耀王","","台湾福音书房","耶稣我主荣耀王，你爱何等宽广⏎甘离宝座，亲来世界寻迷羊⏎诞生马槽谦卑样，又向埃及逃亡⏎回加利利，居拿撒勒，历风霜⏎三十三载役于人，藐视、厌弃难当⏎广传福音，报告禧年，走四方⏎殷勤服事忍饥肠，困乏休息无床⏎美哉、善哉、主爱奇哉，深且长⏎耶稣我主救世王，你爱感我衷肠⏎客西马尼备极伤痛，意怆惶⏎汗如血点滴地上，顺从父旨不忘⏎舍身救世，面如坚石，前行壮⏎**************⏎背负十架，往各各他，不延宕⏎手足被钉，肋受伤，血、水流出命丧⏎美哉、善哉、主爱奇哉，深且长⏎耶稣我主得胜王，你爱何等无量⏎十架祈祷，怜悯为怀，心何广⏎同钉一贼得生望，可知救恩无疆⏎身负重罪，为神离弃，倍凄凉⏎痛彻肺腑，心焦渴，苦胆、酸醋亲尝⏎救赎功成，将灵交神，打胜仗⏎由死复活升天上，代祷犹如馨香⏎美哉、善哉、主爱奇哉，深且长⏎耶稣我主平安王，你爱岂能测量⏎*************⏎洗我罪孽，医我伤，安慰、怜恤多方⏎责备、管教、定我步履、赐我光⏎敌虽凶恶不足惧，救恩为我城墙⏎疲乏、软弱，你加我力，使刚强⏎仰望我主在天上，心被恩感歌唱⏎美哉、善哉、主爱奇哉，深且长","语料库",""
"荣耀!_此生奉献","","台湾福音书房","虽我道路，⏎渐行渐远，⏎祢的声音，⏎呼唤未减。⏎神既显现，何需拣选？⏎爱主！我恐错失祢面。⏎即起！成全幼年心愿，⏎此生从地转天。⏎进入这属天境地，⏎云彩绕，榜样激励，⏎引我将自己给祢，⏎神前一同站立。⏎国度呼召，⏎我愿响应！⏎出到全地，⏎担负使命。⏎满怀雄心，为神权益，⏎竟被暴露天然、己力。⏎放下自己，才识身体，⏎经历新人实际。⏎主，为祢永远旨意，⏎愿倾倒，成为祭奠；⏎同祢去，世界各地，⏎作一埋下子粒。⏎从未想到，⏎我的一生，⏎如此有分，⏎祢的经纶。⏎蒙召初时，荣耀脸面，⏎此刻依然是我所羡。⏎天来异象，既从不变，⏎今生全然奉献。⏎只为神永远目的，⏎往前行，不稍偏离。⏎独一的新约职事，⏎已成我们印记。⏎只为神永远目的，⏎往前行，不稍偏离。⏎独一的新约职事，⏎已成我们印记。⏎只为神永远目的，⏎往前行，不稍偏离。⏎独一的新约职事，⏎已成我们印记。⏎只为神永远目的，⏎往前行，不稍偏离。⏎独一的新约职事，⏎已成我们印记。","语料库",""
"与主相见在清晨","","台湾福音书房","曙光初现心清灵明⏎与主相见在清晨⏎回到灵中进入交通⏎何等甘甜 何等亲近⏎祂圣名祂恩言⏎是我每晨新供应⏎饥渴尽除全人明亮⏎赞美主恩典够我用⏎黎明即起受主喂养⏎我得复兴在清晨⏎新的照耀新的加力⏎得享基督做我福分⏎祂慈爱祂怜悯⏎每个早晨都新鲜⏎我全人再次得更新⏎凭信爱跟随主向前⏎黎明即起受主喂养⏎我得复兴在清晨⏎新的照耀新的加力⏎得享基督做我福分⏎祂慈爱祂怜悯⏎每个早晨都新鲜⏎我全人再次得更新⏎凭信爱跟随主向前","语料库",""
"耶和华是我的牧者—诗篇二十三篇","","台湾福音书房","耶和华是我的牧者⏎我必不致缺乏⏎祂使我躺卧在青草地上⏎领我在可安歇的水边⏎祂使我的魂苏醒⏎为自己的名引导我走义路⏎为自己的名引导我走义路⏎引导我走义路⏎我虽然行过死荫的幽谷⏎也不怕遭害 因为祢与我同在⏎祢的杖 祢的杆都安慰我⏎在我敌人面前祢为我摆设筵席⏎祢用油膏了我的头⏎使我的福杯满溢 我的福杯满溢⏎我一生一世 我一生一世⏎必有恩惠 必有恩惠 慈爱随着我⏎我一生一世 我一生一世⏎必有恩惠 慈爱随着我 慈爱随着我⏎我且要住在耶和华的殿中⏎我且要住在耶和华的殿中","语料库",""
