"题目","朝代","作者","内容","来源","词牌"
"嫁给我","","杜德伟","小星星 亮晶晶 闪在你的眼睛里⏎从此投入我的心 呼风又唤雨⏎我愿意 好愿意 双手奉上我自己⏎翻山越岭找到你 再也不离去⏎爱是我 爱是你 爱是肯定句⏎OH~谁也不能阻挡我 永远守护你⏎日出日落 黑夜白昼 时时刻刻拥在怀中⏎清清楚楚这感动 分秒刻印成永久⏎我望着你 你看着我 有句话我想对你说⏎今生今世跟着我 做你幸福的理由⏎我愿意 好愿意 双手奉上我自己⏎翻山越岭找到你 再也不离去⏎爱是我 爱是你 爱是肯定句⏎OH~谁也不能阻挡我 永远守护你⏎日出日落 黑夜白昼 时时刻刻拥在怀中⏎清清楚楚这感动 分秒刻印成永久⏎我望着你 你看着我 有句话我想对你说⏎今生今世跟着我 做你幸福的理由⏎爱是我 爱是你 爱是肯定句⏎OH~谁也不能阻挡我 永远守护你⏎日出日落 黑夜白昼 时时刻刻拥在怀中⏎清清楚楚这感动 分秒刻印成永久⏎我望着你 你看着我 有句话我想对你说⏎今生今世跟着我 做你幸福的理由⏎嫁给我⏎日出日落 黑夜白昼 时时刻刻拥在怀中⏎清清楚楚这感动 分秒刻印成永久⏎我望着你 你看着我 有句话我想对你说⏎今生今世跟着我 做你幸福的理由⏎嫁给我","语料库",""
"四月生日","","梁咏琪","你 有天长大 别理怎样养大⏎要 快高长大 就算怎样难捱⏎你 最爱手抱⏎然后 始终都靠你两脚走天涯⏎用英勇的姿态⏎出生于这风雨中 怎么挣扎 你未了解⏎你却要记住明天⏎这天气坏极亦有艳阳可晒⏎命运在静静摇摆 不怕孤单⏎其实有几百万人祝你愉快⏎摇篮摆 风雨飘 长留最美彩照⏎摇篮多 福荫少 亦能胜温室小鸟⏎浮云哭 春雨笑 嫩芽吻到甘露了⏎洪流中 火正烧 原来都不紧要⏎出生于苦海里边 大家等你以笑容化解⏎你要过快乐人生不强逼你日后亦受万人拥戴⏎珍惜这劫后馀生不需要很乖⏎唯望你比我们这一辈愉快⏎摇篮摆 风雨飘 长留最美彩照⏎摇篮多 福荫少 亦能胜温室小鸟⏎浮云哭 春雨笑 嫩芽吻到甘露了⏎洪流中 火正烧 原来都不紧要⏎摇篮曲 一秒秒 伴随你过生日了⏎其馀都 不说了 但求你珍惜心跳","语料库",""
"原来爱情这么伤","","梁咏琪","我睁开眼睛 却感觉不到天亮⏎东西吃一半 莫名其妙哭一场⏎我忍住不想 时间变得更漫长⏎也与你有关 否则又开始胡思乱想⏎我日月无光 忙得不知所以然⏎找朋友交谈 其实全帮不上忙⏎以为会习惯 有你在才是习惯⏎你曾住在我心上 现在空了一个地方⏎原来爱情这么伤 比想象中还难⏎泪水总是不听话 幸福躲起来不声不响⏎太多道理太牵强 道理全是一样⏎说的时候很简单 爱上后却正巧打乱⏎我日月无光 忙得不知所以然⏎找朋友交谈 其实全帮不上忙⏎以为会习惯 有你在才是习惯⏎你曾住在我心上 现在空了一个地方⏎原来爱情这么伤 比想象中还难⏎泪水总是不听话 幸福躲起来不声不响⏎太多道理太牵强 道理全是一样⏎说的时候很简单 爱上后却正巧打乱⏎只想变的坚强 强到能够去忘⏎无所谓悲伤 只要学会抵抗⏎原来爱情这么伤⏎原来爱情是这样 这样峰回路转⏎泪水明明流不干 瞎了眼还要再爱一趟⏎有一天终于打完 思念的一场战⏎回过头再看一看 原来爱情那么伤⏎下次还会不会这样","语料库",""
"儿歌儿歌","","温兆伦","每段美好温馨感觉　摘来入词入歌⏎唱颂世间优美事情　动人事情极多⏎将每首好歌　选求互点播⏎我这刻　愿与她　倍着你在唱歌⏎儿歌儿歌　识得走进知音的耳朵⏎儿歌儿歌　它跟快乐感觉锁入你心窝⏎儿歌儿歌　歌中似在写你又写我⏎首首新歌　首首好歌　正待广播⏎每段美好温馨感觉　摘来入词入歌⏎唱颂世间优美事情　动人事情极多⏎将每首好歌　选求互点播⏎我这刻　愿与她　倍着你在唱歌⏎儿歌儿歌　识得走进知音的耳朵⏎儿歌儿歌　它跟快乐感觉锁入你心窝⏎儿歌儿歌　歌中似在写你又写我⏎首首新歌　首首好歌　正待广播⏎儿歌儿歌  好比天使口中的赞歌⏎儿歌儿歌　轻松雀跃新节奏弹跳似波⏎儿歌儿歌　飘空气内找你又找我⏎口中的歌　心中的歌已在广播","语料库",""
"新春好","","Days","三两的红条子齐粘那门楣上⏎顺溜的上下联左右边不敢乱⏎红红的中国结满是如意吉祥⏎再编一个倒福字 不大不小恰好放中央⏎添岁的小娃娃已换好新衣裳⏎学大人一鞠一拜也蛮有模样⏎隔壁的老奶奶最爱当人面讲⏎在外几年没瞅着 成了怪水灵的姑娘⏎你心里想谁⏎可是有奇妙预感 把人催⏎都浸满年味⏎问一声何时出发到家了没⏎无论下站天南或地北⏎此刻心儿同是一个美⏎管它老板红包给没给⏎只想快点找姐妹逗逗嘴⏎烦心的事情⏎陪家人笑一笑⏎世界和平哪有它重要⏎无奈吾辈向来太风骚⏎今晚就限时特惠 做回乖宝宝⏎无数灯笼高挂照良宵⏎无数眼神盼热热闹闹⏎爆竹声声又是迎春到⏎一桌子团团圆圆 才是新春好⏎你心里想谁⏎莫非要酌酒自斟 人自醉⏎男女老少⏎都各自匀位⏎难得这一席好菜就别皱眉⏎无论家住天南或地北⏎总有离乡的客仍未归⏎就算没听爸妈念碎碎⏎打开电视还有那猴腮雷⏎烦心的事情先放掉⏎自己也笑一笑⏎打通电话开心下二老⏎终身大事哪里急得了⏎哎呀呀明年什么 我真的不知道⏎无数灯笼高挂照良宵⏎无数眼神盼热热闹闹⏎爆竹声声又是迎春到⏎一家人平平安安 也是新春好⏎三两的红条子齐粘那门楣上⏎顺溜的上下联左右边不敢乱⏎红红的中国结满是如意吉祥⏎再编一个倒福字 不大不小恰好放中央⏎添岁的小娃娃已换好新衣裳⏎学大人一鞠一拜也蛮有模样⏎隔壁的老奶奶最爱当人面讲⏎在外几年没瞅着 成了怪水灵的姑娘","语料库",""
"许愿","","汪明荃","有过个只注视着一处的少女吧⏎她的⏎眼光中那里⏎像阳光一样温暖⏎一个小小的家⏎尽管人们说⏎还有更美丽的⏎但是那个少女的眼中⏎只有像云朵一样柔软的小小的家⏎想在那里生活⏎就做梦一样地生活⏎对着夜空中的小星星⏎做了祈祷⏎想在那里生活⏎就做梦一样地生活⏎能变成幸福⏎可是那个家里⏎美丽的门⏎被关上了⏎进不去了对吧⏎多么的美丽⏎手都不能碰了⏎所以等待了对吧⏎那门的敞开⏎现在敞开了⏎等了很久吧⏎你这种小小的家⏎她的门要开了⏎那个少女，就是我⏎只想守护你⏎现在只要允许的话⏎想进入那个家⏎叮咚叮咚叮咚","语料库",""
"天与地","","奶猴子","两只蝴蝶真精彩，两只蜜蜂追过来，⏎在丁香花中把蜜采，向老鼠大米说BYE BYE，⏎两只老虎也很帅，在童话世界相爱，⏎这可以是我们的神话吗？你到底爱谁你最明白，⏎两只老虎也很帅，在童话世界发呆，⏎希望这神话有你在，这神话有你才精彩！⏎两只蝴蝶真精彩，两只蜜蜂追过来，⏎在丁香花中把蜜采，向老鼠大米说BYE BYE，⏎两只老虎也很帅，在童话世界相爱，⏎这可以是我们的神话吗？你到底爱谁你最明白，⏎两只老虎也很帅，在童话世界发呆，⏎希望这神话有你在，这神话有你才精彩！⏎两只老虎也很帅，在童话世界相爱，⏎这可以是我们的神话吗？你到底爱谁你最明白，⏎两只老虎也很帅，在童话世界发呆，⏎希望这神话有你在，这神话有你才精彩！⏎两只蝴蝶真精彩，两只蜜蜂追过来，⏎在丁香花中把蜜采，向老鼠大米说BYE BYE，","语料库",""
"可爱可不爱","","张智成","放下了所有 出去找朋友⏎把你的事情都扔在后头⏎不想再等待 心跳快一百⏎管你们聊得多愉快⏎原来他们说的并不是意外⏎你没有想像中可爱⏎如果你不乖 那么我可爱可不爱⏎把你留在南中国海⏎爱一个人会在乎 他和她的未来⏎更何况现在 我应该要离开⏎因为你可爱可不爱⏎找别人陪我去看海⏎早一点明白 也就能早一点释怀⏎你已经被淘汰⏎怎么挡着我 我又不会躲⏎抱歉的话未免delay太多⏎你玩的太High 我没有责怪⏎只怪这昏了头的爱⏎原来他们说的并不是意外⏎你没有想像中可爱⏎如果你不乖 那么我可爱可不爱⏎把你留在南中国海⏎爱一个人会在乎 他和她的未来⏎更何况现在 我应该要离开⏎因为你可爱可不爱⏎找别人陪我去看海⏎早一点明白 也就能早一点释怀⏎你已经被淘汰⏎我应该要离开 因为你可爱可不爱⏎找别人陪我去看海⏎早一点明白 也就能早一点释怀⏎你已经被淘汰","语料库",""
"土豪去哪儿（cover_林志颖父子___郭涛父子___田亮父女___张亮父子___王岳伦父女）","","凯玟桑","我的心里只有你最酷⏎虽然身高才一米五⏎但你的金链比我手都粗⏎带上不知怎么走路⏎谢谢你滚出你这怪蜀黍⏎土豪的世界非你的国度⏎开着兰博基尼狩猎魔物⏎我先走了你自己撸⏎土豪 土豪 我们去哪里啊⏎有了你我天不怕地不怕⏎走开 走开 别阻我打魔物⏎不然叫警察叔叔⏎我要你见证人民币的强大⏎复活的冲击把你都秒杀⏎你苦苦哀求还死缠烂打⏎你家里人知道嘛⏎土豪 土豪 我们去哪里啊⏎你去打怪我为你抗伤害⏎走开 走开 别阻我打魔物⏎小心叫警察叔叔⏎土豪土豪你是个神话【当然咯】⏎傍定你就一生发达【哈？】⏎虽然你有点土掉渣【啊？】⏎土豪你再打我一次吧【死远点。。】⏎土豪 土豪 我们去哪里啊⏎有了你我天不怕地不怕⏎走开 走开 别阻我打魔物⏎小心叫警察叔叔⏎土豪 土豪 我们去哪里啊⏎你去打怪我为你抗伤害⏎走开 走开 别阻我打魔物⏎小心叫警察叔叔⏎土豪 土豪 我们去哪里啊⏎你玩游戏我为你点三十二个赞⏎好吧 好吧 我们去狩猎吧⏎点了赞一起出发⏎一闪一闪亮晶晶⏎我们一起玩GC⏎twinkle twinkle little star⏎two house and me play GC","语料库",""
"电音小苹果（cover_筷子兄弟）","","凯玟桑","今天我们请到了着名电音小王子⏎帝宅凯！来给我们带来一首最近特别火的⏎电音舞曲，让我们一起欢迎他！⏎我种下一颗种子 终于长出 了果实⏎今天是个伟大日子⏎摘下星星送给你 拽下月亮送给你⏎让太阳每天为你升起⏎变成蜡烛燃烧自己 只为照亮你⏎把我一切都献给你 只要你欢喜⏎你让我每个明天都 变得有意义⏎生命虽短爱你永远 不离不弃⏎你是我的小呀小苹果儿⏎怎么爱你都不嫌多⏎红红的小脸儿温暖我的心窝⏎点亮我生命的火 火火火火⏎你是我的小呀小苹果儿⏎就像天边最美的云朵⏎春天又来到了花开满山坡⏎种下希望就会收获⏎让我来访问一下帝宅凯一些问题⏎帝宅凯是什么时候开始走入电音风格的呢？⏎因为我本来是一个DJ，电音本来就懂⏎单我女朋友发现我是DJ之后就⏎爱上了我妈⏎我一怒就出了一首⏎【如果我是DJ你会爱我妈】⏎不过后来【妈】好像被人改成了【么】重新出版了。⏎反正就是那个时候开始吧。⏎从不觉得你讨厌 你的一切都喜欢⏎有你的每天都新鲜⏎有你阳光更灿烂 有你黑夜不黑暗⏎你是白云我是蓝天⏎春天和你漫步在盛开的 花丛间⏎夏天夜晚陪你一起看 星星眨眼⏎秋天黄昏与你徜徉在 金色麦田⏎冬天雪花飞舞有你 更加温暖⏎你是我的小呀小苹果儿⏎怎么爱你都不嫌多⏎红红的小脸儿温暖我的心窝⏎点亮我生命的火 火火火火⏎你是我的小呀小苹果儿⏎就像天边最美的云朵⏎春天又来到了花开满山坡⏎种下希望就会收获⏎你是我的小呀小苹果儿⏎怎么爱你都不嫌多⏎红红的小脸儿温暖我的心窝⏎点亮我生命的火 火火火火⏎你是我的小呀小苹果儿⏎就像天边最美的云朵⏎春天又来到了花开满山坡⏎种下希望就会收获","语料库",""
"女儿歌","","周华健","爸爸 爸爸爱上妈妈⏎妈妈  哥哥⏎哥哥 啦---⏎爸爸 非常潇洒⏎妈妈 貌美如花⏎哥哥 什么都不怕⏎不怕 爸爸妈妈⏎啦---⏎别怕 酸甜苦辣⏎别怕 风吹雨打⏎别怕 什么都不怕⏎别怕 还有爸爸妈妈⏎你还有一个哥哥 看起来很像爸爸⏎总以为他是一个蝙蝠侠⏎别怕 你也貌美如花⏎别怕 你好像妈妈⏎别怕 你要快点长大⏎别怕 快点学会说话⏎快叫我一声爸爸 好好的亲亲妈妈⏎和哥哥一起玩玩芭比娃娃---","语料库",""
"妈妈的吻","","谷建芬","在那遥远的小山村 小呀小山村⏎我那亲爱的妈妈 已白发鬓鬓⏎过去的时光难忘怀  难忘怀⏎妈妈曾给我多少吻  多少吻⏎吻干我脸上 的泪花⏎温暖我 那幼小的心⏎妈妈的吻  甜蜜的吻 叫我思念到如今⏎妈妈的吻  甜蜜的吻 叫我思念到如今⏎遥望 家乡的小山村  小呀小山村⏎我那可爱的小燕子可回了家门⏎女儿有个小小心愿 小小心愿⏎再还妈妈一个吻  一个吻⏎吻干她那思儿的泪花⏎安抚她那孤独的心⏎女儿的吻  纯洁的吻⏎愿妈妈得欢欣⏎女儿的吻  纯洁的吻⏎愿妈妈得欢欣⏎愿她晚年得欢欣","语料库",""
"摇篮曲","","苏云","月儿明 风儿静⏎树叶遮窗棂啊⏎蛐蛐叫 叫铮铮⏎好比那琴弦声⏎琴声儿轻 调儿动听⏎摇篮轻摆动啊⏎娘的宝宝 闭上眼睛⏎睡了那个 睡在梦中 哈啊~⏎夜空里 卫星飞⏎唱着那东方红啊⏎小宝宝 睡梦中⏎飞上了太空⏎骑上那个月儿⏎跨上那个星星⏎宇宙任飞翔哪⏎娘的宝宝 立下大志⏎去攀那个科学高峰 哈啊~⏎报时钟 响叮咚⏎夜深人儿静啊⏎小宝宝 快长大⏎为祖国立大功啊⏎月儿那个明⏎风儿那个静⏎摇篮轻摆动啊⏎娘的宝宝 睡在梦中⏎微微地露了笑容 哈啊~⏎哈啊~ 啊~ 哦~ 哦~","语料库",""
"猜拳歌","","萌萌哒天团","石头剪刀布⏎剪刀石头布⏎剪刀石头布⏎一个剪刀一个石头⏎变成小白兔⏎剪刀石头布⏎剪刀石头布⏎一个石头一个布⏎我是章鱼不是小白兔⏎剪刀石头布⏎一个剪刀一个布⏎捉走小白兔⏎握在一起藏在背后⏎二根手指头⏎五根手指头变成小飞鸟⏎五指握拳头⏎五指握拳头⏎变成变成大榔头⏎一二三剪刀石头布⏎一二三剪刀石头布⏎说到做到⏎一二三剪刀石头布⏎一二三剪刀石头布⏎游戏规则 人人遵守⏎剪刀石头布⏎剪刀剪破布⏎布来包石头⏎石头砸剪刀⏎一个剪刀一个石头⏎变成小白兔⏎剪刀石头布⏎剪刀石头布⏎一个石头一个布⏎我是章鱼不是小白兔⏎剪刀石头布⏎一个剪刀一个布⏎捉走小白兔⏎握在一起藏在背后⏎二根手指头⏎五根手指头变成小飞鸟⏎五指握拳头⏎五指握拳头⏎变成变成大榔头⏎一二三剪刀石头布⏎眼明手快⏎不许耍赖⏎一二三剪刀石头布⏎愿者服输⏎说到做到⏎一二三剪刀石头布⏎眼明手快⏎不许耍赖⏎一二三剪刀石头布⏎游戏规则 人人遵守⏎剪刀石头布⏎一二三剪刀石头布⏎眼明手快⏎不许耍赖⏎一二三剪刀石头布⏎游戏规则 人人遵守⏎剪刀石头布⏎游戏规则 人人遵守⏎石头剪刀布","语料库",""
"小小痴缠","","薛凯琪","推开窗 呼吸新鲜空气⏎果树囤来甜味⏎甜蜜有多少天有效期⏎一粒草莓生出碎银战机⏎伸出小小手臂 祈求尽快学会飞⏎小青蛙呱呱声地嬉奇⏎享受动情权利 行动要多少天试验期⏎一粒仙豆出没耐人寻味⏎看见爱情优美⏎情还自制地跳起⏎我爱上你时曾抱住⏎这里有个人无止境⏎因此我用笑声⏎对抗你的情景⏎未知我多么识笑⏎原谅我 痴缠 在遮你视线 提示你⏎假日陪在我身边 原谅我 太痴缠⏎我想你望见 然后偷偷地亲吻我嘴边⏎原谅我 失眠 发起这事变⏎缠住你 着睡袍搭上飞毯 欣赏我⏎将柔情密语都全已⏎骚扰你一天 啦啦 当你零时没觉眠 啦啦⏎当你无聊画眼线 啦啦⏎当你头像没相片⏎不担心今天等不到你⏎追逐换来逃避⏎让我爱出一张厚面皮⏎不必担心当时被人嫌弃⏎我会有时找你⏎而其实你没有些⏎我爱上你时⏎曾抱住 这里有个人无止境⏎因此我用笑声 对抗你的情景⏎未知我多么识笑 原谅我 痴缠⏎在遮你视线 提示你⏎假日陪在我身边 原谅我⏎太痴缠 我想你望见⏎然后偷偷地亲吻我嘴边⏎原谅我 失眠 发起这事变⏎缠住你 着睡袍搭上飞机⏎欣赏我 将柔情密语都全已⏎骚扰你一天⏎啦啦 所以从来未断电⏎啦啦 所以从来未断电⏎所以持续地发展⏎所以从来未断电⏎所以从来未断线⏎所以持续地发展","语料库",""
"小星星组曲_(endless_story_live)","","苏打绿","每一个蝴蝶都是从前的⏎一朵花的鬼魂⏎回来寻找它自己⏎昔者庄周梦为蝴蝶⏎栩栩然蝴蝶也⏎自喻适志与 不知周也⏎俄然觉 则蘧蘧然周也⏎不知周之梦为蝴蝶与⏎蝴蝶之梦为周与⏎嗨嗨嗒啦嗨嗨嗒啦⏎嗨嗨嗒嗨嗨嗨嗒啦⏎嗨嗨嗒嗨嗨嗨嗨嗨⏎嗒嗒啦嗒啦嘿耶⏎嗒嗒啦嗒嗒嘿耶⏎咦耶嗒啦嘿咦⏎寻找前世的蝴蝶⏎在梦的触须中成为人⏎身体形式是生命的各站停靠⏎懂得太多的人⏎被心眼绊倒⏎在计较间迷藏打转⏎而那不怕貘⏎不懂生死的翅膀⏎正飞舞在最美的风景间⏎期待梦醒的时候⏎要做一只顺应快乐的⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎疲累他的身上化成了笑容⏎步伐节奏开始不那么沉重⏎轻轻旋转着夏天地面闷热的晚风⏎平凡或特别⏎笨拙或聪明相同⏎他从不担心自己被世界折磨⏎甜蜜的负荷是他最大依托⏎带着笑容的睡意化成了彩虹⏎在他梦中一口气走上了星空⏎喧嚣亮起整个夏天渴望的挥霍⏎清淡与浓烈好与坏他都尝过⏎他从不介意自己被命运作弄⏎按下了闹钟开启另一个梦⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜呼⏎呼呼呼呼呜噢","语料库",""
"童谣","","陈明章","一ㄟ炒米粉 二ㄟ炒韭菜⏎三ㄟ冲冲滚 四ㄟ炒米粉⏎七ㄟ分一半 八ㄟ倒块蠕⏎九ㄟ块倚看 十ㄟ焄烂烂⏎十一ㄟ火烧山 十二ㄟ蚝仔炒面线⏎土地公扑毌见鸭 毌讲扑甲汝讲⏎(白)汝是卜讲益毌 毌讲我扑甲汝讲⏎汝是卜讲益毌讲 我毌讲扛甲汝讲⏎(白)我毌讲啊 我毌讲⏎毌讲 毌讲 毌讲 我毌讲啦⏎一ㄟ炒米粉 二ㄟ炒韭菜⏎三ㄟ冲冲滚 四ㄟ炒米粉⏎七ㄟ分一半 八ㄟ倒块蠕⏎九ㄟ块倚看 十ㄟ焄烂烂⏎十一ㄟ火烧山 十二ㄟ蚝仔炒面线⏎土地公扑毌见鸭 毌讲扑甲汝讲⏎一ㄟ炒米粉 二ㄟ炒韭菜⏎三ㄟ冲冲滚 四ㄟ炒米粉⏎七ㄟ分一半 八ㄟ倒块蠕","语料库",""
"小小少年","","侃侃","小小少年很少烦恼⏎眼望四周阳光照⏎小小少年很少烦恼⏎但愿永远这样好⏎小小少年很少烦恼⏎眼望四周阳光照⏎小小少年很少烦恼⏎但愿永远这样好⏎一年一年时间飞跑⏎小小少年转眼高⏎随着年龄由小变大⏎他的烦恼增加了⏎小小少年很少烦恼⏎眼望四周阳光照⏎小小少年很少烦恼⏎但愿永远这样好⏎一年一年时间飞跑⏎小小少年转眼高⏎随着年龄由小变大⏎他的烦恼增加了⏎随着年龄由小变大⏎他的烦恼增加了⏎随着年龄由小变大⏎他的烦恼增加了⏎END","语料库",""
"萝卜回来了","","有声读物","雪这么大，天气这么冷，地里、山上都盖满了雪。小白兔没有东西吃了，饿得很。他跑出门去找。⏎“雪这么大，天气这么冷，小猴在家里，一定也很饿。我找到了东西，去和他一起吃。⏎小白兔扒开雪，嘿，雪底下有两个萝卜。他多高兴呀！⏎小白兔抱着萝卜，跑到小猴家，敲敲门，没有答应。小白兔把门推开，屋子里一个人也没有。原来小猴不在家，也去找东西吃了。⏎小白兔就吃掉了小萝卜，把大萝卜放在桌子上。⏎“雪这么大，天气这么冷，小鹿在家里，一定也很饿。我找到了东西，去和他一起吃。”⏎小猴扒开雪，嘿，雪底下有几颗花生。他多高兴呀！⏎谁来过啦？⏎“把萝卜也带去，和小鹿一起吃！”⏎小猴跑到小鹿家，门关得紧紧的。他跳上窗台一看，屋子里一个人也没有。原来小鹿不在家，也去找东西吃了。⏎小猴子就把萝卜放在窗台上。⏎“雪这么大，天气这么冷，小熊在家里，一定也很饿。我找到东西，去和他一起吃。”⏎小鹿扒开雪，嘿，雪底下有一棵青菜。他多高兴呀！⏎“谁来过啦？”⏎“把萝卜也带去，和小熊一起吃！”⏎“开门！开门！”屋子里没有人答应。原来小熊不在家，也去找东西吃了。⏎小鹿就把萝卜放在门口。⏎“雪这么大，天气这么冷，小白兔在家里，一定也很饿。我找到了东西，去和他一起吃。”⏎小熊扒开雪，嘿，雪底下有一个白薯。他多高兴呀！⏎“把萝卜也带去，和小白兔一起吃！”⏎小熊跑到小白兔家，轻轻推开门。这时候，小白兔吃饱了，睡得正甜哩。小熊不愿吵醒他，把萝卜轻轻放在小白兔的床边。⏎“我知道了，是好朋友送来给我吃的。","语料库",""
"美丽的公鸡","","有声读物","从前有一只公鸡，⏎他自以为很美丽，⏎整天得意洋洋的唱⏎公鸡公鸡真美丽，⏎大红冠子花外衣，⏎油亮脖子金黄脚，⏎要比漂亮我第一。⏎有一天，⏎公鸡吃得饱饱的，⏎挺着胸脯唱着歌，⏎来到一棵大树下。⏎他看见一只啄木鸟，⏎就说⏎“长嘴巴的啄木鸟，⏎咱们俩比一比，⏎到底谁美。”⏎啄木鸟冷冷得说⏎“对不起，⏎老树长了虫子，⏎我要给他治病。”⏎公鸡听了，⏎唱着歌，⏎大摇大摆地走了。⏎公鸡来到一个果园里，⏎看见一只蜜蜂，⏎就说⏎“古眼睛的小蜜蜂，⏎咱们俩比一比，⏎到底谁美。”⏎蜜蜂泠泠地说⏎“对不起，⏎果树开花了，⏎我要去采蜜。”⏎公鸡听了，⏎有唱着歌，⏎大摇大摆地走了。⏎公鸡来到一块稻田边，⏎看见一只青蛙，⏎就说⏎“大肚皮的青蛙，⏎咱们俩比一比，⏎到底谁美。”⏎青蛙冷冷地说⏎“对不起，⏎稻田里有害虫，⏎我要捉虫去。”⏎公鸡见谁也不跟他比美，⏎只好往回走。⏎在路上，⏎公鸡碰到一匹驮粮食的老马，⏎“老马伯伯，⏎我要跟他们比美，⏎他们为什么都不理我呢？”⏎老马说⏎“因为他们懂得，⏎美不美不光观看外表，⏎得看能不能帮助人们做事。”⏎公鸡听了很惭愧，⏎再也不去跟谁比美了。⏎他每天天不亮就喔喔喔的打鸣，⏎一遍又一遍的催人们早起。","语料库",""
"路过的幸福","","庞龙","一颗糖 两张口 四只小手 筑着沙丘⏎你在左 我在右 找啊找 找朋友⏎红嘴唇 绿气球 你扮新娘 我演小丑⏎你求我 拉拉勾 永远陪你直到长大以后⏎这个没目的的要求⏎我一直当信仰来守⏎到今天一切成感受⏎越是想坚守越难挽留⏎想抚你的头 想暖你的手⏎想等枫叶染红秋 共听溪水长流⏎你说时光如果能倒流⏎我们还能够做好朋友⏎这一出分手演的滴水不漏⏎我被推到了台前谁是导演在幕后⏎就算时光倒流复水难收⏎还能不能做好朋友⏎这个没目的的要求⏎我一直当信仰来守⏎到今天一切成感受⏎越是想坚守越难挽留⏎想抚你的头 想暖你的手⏎想等枫叶染红秋 共听溪水长流⏎你说时光如果能倒流⏎我们还能够做好朋友⏎这一出分手演的滴水不漏⏎我被推到了台前谁是导演在幕后⏎就算时光倒流复水难收⏎还能不能做好朋友⏎想抚你的头 想暖你的手⏎想等枫叶染红秋 共听溪水长流⏎你说时光如果能倒流⏎我们还能够做好朋友","语料库",""
"两只老虎(布鲁斯)","","鞠起","我们是两只老虎哦⏎总是忙乱的奔跑⏎在这后革命时代⏎你看不见我听不到⏎大脑是两只老虎⏎总是不懈的奔跑⏎眼看这世界变得⏎一塌糊涂乱七八糟⏎在这个瞎了眼的地方⏎到处都是虚伪的脸庞⏎你以为你自己很特别⏎我的愤怒到达顶点⏎两只老虎两只老虎⏎跑得快跑得快⏎一只没有眼睛⏎一只没有耳朵⏎真奇怪真奇怪⏎两只老虎两只老虎⏎跑得快跑得快⏎一只没有眼睛⏎一只没有耳朵⏎真奇怪真奇怪⏎~~~⏎我们是两只老虎⏎总是忙乱的奔跑⏎在这后革命时代⏎你看不见我听不到⏎大脑是两只老虎⏎总是不懈的奔跑⏎你看这时代变得⏎一塌糊涂乱七八糟⏎在这个虚伪的地方⏎我张开耳朵却什么也听不到⏎你以为你自己很特别⏎我的愤怒到达顶点⏎两只老虎两只老虎⏎跑得快跑得快⏎一只没有眼睛⏎一只没有耳朵⏎真奇怪真奇怪⏎两只老虎两只老虎⏎跑得快跑得快⏎一只没有眼睛⏎一只没有耳朵⏎真奇怪真奇怪⏎~~~⏎哒啦啦啦啦⏎哒啦啦啦啦⏎两只老虎两只老虎⏎跑得快跑得快⏎一只没有眼睛⏎一只没有耳朵⏎真奇怪真奇怪⏎两只老虎两只老虎⏎跑得快跑得快⏎一只没有眼睛⏎一只没有耳朵⏎真奇怪真奇怪⏎真奇怪⏎真奇怪~","语料库",""
