"题目","朝代","作者","内容","来源","词牌"
"茶山情歌","","潘越云","茶也清哎 水也清唷⏎清水烧茶 献给心上的人⏎情人上山停一停⏎情人上山你停一停⏎喝口新茶表表我的心⏎山岗的小路通到茶山顶⏎石头都踩的亮晶晶⏎你送走多少灿烂的夜晚⏎你送走多少灿烂的黎明⏎我默默的想呀悄悄的问⏎你家乡有没有这样的茶林⏎茶林里有没有采茶的大姐⏎大姐里有没有你心爱的人⏎茶也清哎 水也清唷⏎清水烧茶 献给心上的人⏎情人上山停一停⏎情人上山你停一停⏎喝口新茶表表我的心","语料库",""
"爱在山的这一边","","陈思思","﻿⏎掩映着美丽村庄⏎龙川河水清澈得可以梳妆⏎蓝天白云比不上你的摸样⏎多么美丽的地方⏎一群白鹤在山间自由翱翔⏎鸳鸯湖畔情侣成对成双⏎千年古寨人们质朴善良⏎佛顶山上显佛光⏎爱在山的这一边⏎想你恋你在石阡⏎爱在山的那一边⏎我会等你在石阡⏎爱在山的这一边⏎想你恋你在石阡⏎爱在山的那一边⏎我会等你在石阡⏎掩映着美丽村庄⏎龙川河水清澈得可以梳妆⏎蓝天白云比不上你的摸样⏎多么美丽的地方⏎一群白鹤在山间自由翱翔⏎鸳鸯湖畔情侣成对成双⏎千年古寨人们质朴善良⏎佛顶山上显佛光⏎爱在山的这一边⏎想你恋你在石阡⏎爱在山的那一边⏎我会等你在石阡⏎爱在山的这一边⏎想你恋你在石阡⏎爱在山的那一边⏎我会等你在石阡⏎采茶的季节苔茶香⏎暖暖的泉水在心中流淌⏎深深的爱上这个地方⏎深深爱上这一片天⏎爱在山的这一边⏎想你恋你在石阡⏎爱在山的那一边⏎我会等你在石阡⏎爱在山的这一边⏎想你恋你在石阡⏎爱在山的那一边⏎我会等你在石阡","语料库",""
"心恋吊脚楼","","陈思思","烟满楼 霞满楼⏎烟霞楼里阿妹巧梳头⏎太阳当明镜 彩霞作红绸⏎半楼歌儿半楼笑⏎逗得阿哥望窗口⏎学一声斑鸠叫咕咕咕⏎撒一朵莲花网⏎网住了水中楼噢⏎吊脚楼 吊脚楼⏎天天吊在我的心里头⏎如今我住上了小洋楼⏎吊脚楼的甜蜜还在歌里流⏎星满楼 月满楼⏎星月楼里阿妹织锦绣⏎月牙当银梭 金线似水流⏎半窗倩影半窗花⏎引得阿哥楼下走⏎惹来了黄狗叫⏎汪汪汪叫不休⏎踢翻了小背篓⏎哗啦啦滚下楼噢⏎吊脚楼 吊脚楼⏎夜夜吊在我的梦里头⏎如今喜事装满了小洋楼⏎吊脚楼的故事还在心里留","语料库",""
"纳西情歌","","陈思思","﻿⏎有播种 就有收获⏎有付出就有回报⏎网络提供肥沃的土壤⏎播种 发芽 开花⏎获得结果的喜悦！⏎投资小 见效快！⏎清清丽江水 会让你沉醉⏎幽幽古道记录着那千年的秀美⏎大石桥上来相会⏎玉龙雪山倒映在 哥哥的心扉⏎苏理玛酒香 会让你陶醉⏎火把节上的阿哩哩我会跳给谁⏎泸沽湖边来相会⏎清脆歌声飘进了 哥哥的心扉⏎纳西姑娘唱情歌⏎情歌唱给情哥哥⏎纳西姑娘像花朵⏎盛开在哥哥的心窝⏎纳西姑娘爱唱歌⏎唱的都是情哥哥⏎纳西姑娘不寂寞⏎七彩花开满山坡⏎有播种 就有收获⏎有付出就有回报⏎网络提供肥沃的土壤⏎播种 发芽 开花⏎获得结果的喜悦！⏎投资小 见效快！⏎阿哥阿妹把手牵⏎相亲相爱到永远⏎嘿⏎相亲相爱到永远⏎苏理玛酒香 会让你陶醉⏎火把节上的阿哩哩我会跳给谁⏎泸沽湖边来相会⏎清脆歌声飘进了 哥哥的心扉⏎纳西姑娘唱情歌⏎情歌唱给情哥哥⏎纳西姑娘像花朵⏎盛开在哥哥的心窝⏎纳西姑娘爱唱歌⏎唱的都是情哥哥⏎纳西姑娘不寂寞⏎七彩花开满山坡⏎纳西姑娘唱情歌⏎情歌唱给情哥哥⏎纳西姑娘像花朵⏎盛开在哥哥的心窝⏎纳西姑娘爱唱歌⏎唱的都是情哥哥⏎纳西姑娘不寂寞⏎七彩花开满山坡⏎七彩花开满山坡⏎网络传播快！是广告推广的渠道！","语料库",""
"马桑树儿搭灯台","","陈思思","﻿⏎陈思思马桑树儿搭灯台⏎马桑树树儿搭灯台哟哦哦⏎写封个书信给耶郎带哟哦⏎你一片思念枕哟头边呀啊⏎我乘梦飞过那高山岩哟哦哦⏎花花的背篓摆耶起来哟哦。⏎马桑树树儿搭灯台哟哦哦⏎写封个书信给耶郎带哟哦⏎水在转来山呀在转呀啊⏎我床前挑灯啊绣花袋哟哦哦⏎雨不浇花来花也不开哟哦⏎马桑树树儿搭灯台哟哦哦⏎唱起的山歌追呀云彩哟哦⏎吹起芦笙摘呀花戴哟哦⏎手拉姐儿表情怀哟哦哦⏎石滚子打来不也分开哟哦⏎不分开哟哦⏎马桑树树儿搭灯台哟哦哦⏎唱起的山歌都耶是爱哟哦⏎捧个日头照呀白崖呀啊⏎我与情人不分开哟哦哦⏎幸福的日子过耶起来哟哦⏎幸福的日子过耶起来哟哦。","语料库",""
"春意红包（vocaloid ver.）","","Days","小麦面(儿)包饺 喜色上眉梢⏎点柳翠 画春晓⏎找旧样(儿)铜板(儿)穿一串(儿)吉兆⏎把春意装满红包⏎Ray雷⏎**************⏎廊下的小阿妹摇头晃脑⏎望着瓦上的碎嘴家雀⏎问它们春日的鸟儿何时才能到⏎穿街搜巷沿路找⏎看邻家的老人摘下毡帽⏎虽是脱去冬衣还尚早⏎宰鸡鸭 起炉灶⏎揭开自家陈酿偷偷尝一瓢⏎大鬼叫 小鬼叫 邪祟吓得跌倒⏎该用什么清扫？⏎锣鼓鞭炮~⏎小孩儿 快来瞧 别在人堆(儿)胡闹⏎只有听话乖巧⏎来年才能长高！⏎和纸浆 采朱砂 攒一摞春联(儿)叠好⏎剪金花 染红料 再糊一个四方小包⏎对花调 抄童谣 写一串(儿)吉祥安好⏎扶正了封面(儿)画上春来到⏎一片(儿)翠色葱葱明快又跳跃⏎几瓣(儿)海棠山茶花儿相映笑⏎再蘸浓墨潦草添只燕子闹⏎红绳绕 来封一个大红包⏎找一张晒烫的板凳歇脚⏎看你眼下又布满操劳⏎编织橙黄蓝绿把烦恼全都忘掉⏎抬手捧一把红枣⏎骗怕生的小妹点灯睡觉⏎会有鬼祟在夜晚来到⏎她慌张 我偷笑⏎连说不怕不怕 让我去赶跑⏎左搭肩 右帮腔 挤兑迟来的大忙人⏎礼物未到 人怎能到⏎表嫂吵 大舅闹 连天(儿)地喳喳叫⏎我装作听不到 盘坐把碗延(儿)敲⏎踩高跷 抓花包 撩一挂红衣鞭炮⏎打年糕 串辣椒 抹花我的胭脂粉膏⏎侃八卦 讲小道  等杯中茶酒减少⏎将手上红包 塞进你棉袄⏎你送吉祥如意幸福快来到⏎我送百年顺遂不怕被火烧⏎再求来年生辰添一分美貌⏎拱手摇 同鞠一躬对眼笑⏎小麦面(儿)包饺 喜色上眉梢⏎点柳翠 画春晓⏎找旧样(儿)铜板(儿)穿一串(儿)吉兆⏎把春意赠与明朝⏎左搭肩⏎右帮腔⏎热闹话(儿)不见少⏎你来蒸⏎我来挑⏎塞满嘴的玉米包⏎干柴烧 火焰高 烦心事已寥寥⏎眯眼瞧 把红包塞进你棉袄⏎一片(儿)翠色葱葱明快又跳跃⏎几瓣(儿)海棠山茶花儿相映笑⏎封着吉祥如意幸福快来到⏎红绳绕 拆开春意大红包~","语料库",""
"思想起","","陈淑桦","思啊想啊起⏎日头出来啊伊都满天红⏎枋寮哪过去啊伊都是枫港嗳唷喂⏎希望阿哥来痛疼嗳唷喂⏎嗳唷痛疼小妹啊做工人嗳唷喂⏎思啊想啊起⏎四重溪底啊伊都全全石⏎梅花哪当开啊伊都会落叶嗳唷喂⏎小妹啊想君抹得着嗳唷喂⏎嗳唷恰惨拖命啊吃伤药嗳唷喂⏎思啊想啊起⏎恒春大路啊伊都透温泉⏎灯台哪对面啊伊都马鞍山嗳唷喂⏎阿哥啊返去妹无伴嗳唷喂⏎嗳唷亲像辘钻刺心肝嗳唷喂⏎思啊想啊起⏎恒春过了啊伊都是车城⏎花言哪巧语啊伊都不爱听嗳唷喂⏎阿妹啊讲话若有影嗳唷喂⏎嗳唷刀鎗作路啊也敢行嗳唷喂","语料库",""
"广西山区寄来的一封信","","Kolor","在这地 各位一生要当人上人⏎但其实全部盲目在追的都经已好运⏎但几多个 未懂解困⏎我想说在某日 远走山区探访原住民⏎路途极长终去到极偏僻的山谷有些人⏎活得简朴 但很吸引⏎未必餐餐吃饱 或极贫无依靠⏎我问他一句⏎你好，一生有何需要⏎怎知他答我⏎不想再有什么 不需要有什么⏎快乐 都一早拥有得太多⏎哥哥你快乐么 一起唱唱山歌 拍和⏎很高兴今天访探我 请跟我到小屋里来坐⏎在这日 看到身边太多同路人⏎想买车买楼结婚为三餐一宿总会伤神⏎活得丰厚 但都不愤⏎目标多得困身 彷佛有了心瘾⏎我问他一句⏎你好，一生有何需要⏎怎知他答我⏎钱银我要极多 钱银哪个嫌多⏎我愿 通通都得到可以么⏎想给世界认可 不想再要坎坷 肚饿⏎能够自觉幸运 就已是冠军 再没缺陷谁要送赠⏎原来知足一句已莫问⏎全多得这教训⏎接收得到是缘份⏎现在一醒觉就可解这封印⏎不想再有什么 不需要有什么⏎快乐 都一早拥有得太多⏎今天你快乐么？听到我这首歌 庆贺⏎高兴不只一个我 山区中的一课⏎若我问　已经攀登那些人上人⏎得到几百亿美金但今天都始终有些憾⏎但不需说　谁都知道⏎再一次　若我问","语料库",""
"南泥湾","","罗文","花蓝的花儿香⏎听我来唱一唱⏎唱一唱⏎来到了南泥湾⏎南泥湾好地方⏎好地呀方⏎好地方来好风光⏎好地方来好风光⏎到处是庄稼⏎遍地是牛羊⏎往年的南泥湾⏎到处是荒山⏎没呀人烟⏎如今的南泥湾⏎与往年不一般⏎不呀一般⏎如呀今的南泥湾⏎与呀往年不一般⏎不呀一般⏎再不是旧模样⏎是陕北的好江南⏎陕北的好江南⏎鲜花开满山⏎开呀满山⏎看呀那南泥湾⏎处处是江南⏎是呀江南⏎红红的鲜花香又香⏎绿绿的流水长又长⏎好呀好风光⏎南泥湾好地方","语料库",""
"心中喜洋洋","","汪明荃","山歌伴你轻轻松松唱⏎开心度过一生岁月长⏎白云万里飞⏎齐齐朝着美好的方向⏎山边的小鸟在歌唱⏎山边的小花吐芬芳⏎共随唱⏎莫怕它远路长⏎真心互爱幸福多欢畅⏎一生伴你心中喜洋洋⏎热情在我心⏎爱比天地长⏎前程全赖两家双手创⏎山边的小鸟在歌唱⏎山边的小花吐芬芳⏎共随唱⏎莫怕它远路长⏎真心互爱幸福多欢畅⏎一生伴你心中喜洋洋⏎热情在我心⏎爱比天地长⏎前程全赖两家双手创⏎前程明亮红日一样往","语料库",""
"欢渡快乐年","","汪明荃","山歌庆新春⏎恭祝身壮力健 永享盛世天⏎一声炮竹贺元旦 春节共团拜 欢渡快乐年⏎恭喜 恭喜 恭祝各位身壮力健⏎心想事成 一年好过一年⏎山歌唱出添喜气 谋求幸福 共兴建乐园⏎得心应手多吉庆 年年顺景 同欢宴⏎老人百福百寿全 满堂绕膝子与孙⏎赤松更比春花壮 童颜白发享晚年⏎壮年发迹设盛筵 满园百花锦绣添⏎有缘赤丝牵千里 良辰共对新月圆⏎幼年爱惜春光短 眼前社会多变迁⏎众人奋起追先进 源源后继青少年⏎老少合唱山歌壮 敬祝新禧 今年胜旧年","语料库",""
"一山还有一山高","","费玉清","（费）哎……  一山还有一山高哎⏎强中自有强中手⏎一声山歌我唱出口哎⏎气死女娇娥哎⏎（甄）哎……  前面来了个小哥哥哎⏎手拿渔浆口唱歌⏎请问小哥唱什么哎  可是来对歌哎⏎(费)我家有个知心人哎⏎许我八月配成婚⏎天上起云人心变哎⏎她要选唱歌人哎⏎（甄）过往事情我不问哎⏎此地对歌选新人⏎好歌自有好歌配哎⏎万人作见证哎⏎（费）唱呀唱哎  唱歌条件我先讲⏎如果我唱得比你强⏎（甄）梳妆打扮等你娶⏎（费）如果我唱得比你强⏎（甄）你家妈妈我叫娘哎  我叫娘哎⏎（费）唱起唱起就唱起哎⏎先把见识比一比哎⏎什么长长上了天 什么长长水中间⏎那样长长街前卖 那样长长妹跟前哎⏎（甄）银河长长上了天⏎莲藕长长水中间⏎米线长长街前卖 丝线长长妹跟前⏎（费）什么圆圆上了天⏎什么圆圆水中间⏎那样圆圆街前卖⏎那样圆圆妹跟前哎⏎（甄）月亮圆圆上了天⏎荷叶圆圆水中间⏎粑粑圆圆街前卖 镜子圆圆妹跟前⏎（费）什么高高上了天⏎什么高高水中间⏎那样高高街前卖 那样高高妹跟前⏎（甄）情深高高上了天⏎大船儿高高水中间⏎竹竿儿高高街前卖⏎（费）那样高高妹跟前⏎（甄）小郎哥哎⏎你高高站在妹跟前哎  妹跟前哎","语料库",""
"小河淌水","","费玉清","渔唱1980⏎嗳 月亮出来亮汪汪亮汪汪⏎想起我的阿妹在深山⏎妹如月亮天上走天上走⏎妹 呀 妹呀啊 妹呀啊⏎山下小河淌水 清悠悠⏎嗳 月亮出来照半坡照半坡⏎望见月亮想起我的妹⏎一阵清风吹上坡吹上坡⏎妹 呀 妹呀啊 妹呀啊⏎可曾听见阿哥叫阿妹⏎嗳 月亮出来亮汪汪亮汪汪⏎想起我的阿妹在深山⏎妹如月亮天上走天上走⏎妹 呀 妹呀啊 妹呀啊⏎山下小河淌水 清悠悠⏎嗳 月亮出来照半坡照半坡⏎望见月亮想起我的妹⏎一阵清风吹上坡吹上坡⏎妹 呀 妹呀啊 妹呀啊⏎可曾听见阿哥叫阿妹","语料库",""
"高岗上","","费玉清","站立在高岗上⏎举目向四周望⏎故乡的河山⏎让我们信步倘徉⏎花园没有屏障⏎流水没有阻挡⏎原野的风景⏎让我们任意欣赏⏎这里有肥沃的土壤⏎稻梁在土壤中生长⏎当每次丰收的时光⏎仿佛是百花开放⏎大地充满清香⏎云雀在欢呼飞翔⏎空谷里传来一片回响⏎为着这河山歌唱⏎这里有肥沃的土壤⏎稻梁在土壤中生长⏎当每次丰收的时光⏎仿佛是百花开放⏎大地充满清香⏎云雀在欢呼飞翔⏎空谷里传来一片回响⏎为着这河山歌唱⏎为着这河山歌唱","语料库",""
"山歌姻缘","","费玉清","云南民歌/电影《山歌姻缘》主题曲⏎唱起来哎⏎今天万人聚歌台哎⏎四方父老都来到哎⏎唱歌前辈哎多指教⏎唱歌要唱花连理哎⏎栽花要栽呀排对排哎⏎画眉不叫无光彩哎⏎山歌一唱啊心开朗哎⏎妹真有心哥也知⏎蜘蛛结网三江口哎⏎水推不断是真丝哎⏎哥真有心妹也知⏎十字街头卖莲藕哎⏎刀斩不断丝连丝⏎哥也知来妹也知⏎鱼儿有知聚一起哎⏎花儿有知开并蒂⏎鸟儿有知双双飞哟⏎人若有知哎","语料库",""
"花儿为什么这样红","","江淑娜","花儿为什么这样红⏎为什么这样红⏎哎 红得好像⏎红得好像那燃烧的火⏎它象征着纯洁的友谊和爱情⏎花儿为什么这样红 _ 江淑娜⏎花儿为什么这样鲜⏎为什么这样鲜⏎哎 鲜得使人⏎鲜得使人不忍离去⏎它是用了青春的血液来浇灌⏎它是用了青春的血液来浇灌⏎它是用了青春的血液来浇灌⏎花儿为什么这样红 _ 江淑娜⏎花儿为什么这样红⏎为什么这样红⏎哎 红得好像⏎红得好像那燃烧的火⏎它象征着纯洁的友谊和爱情⏎花儿为什么这样鲜⏎为什么这样鲜⏎哎 鲜得使人⏎鲜得使人不忍离去⏎它是用了青春的血液来浇灌⏎它是我用红色的血液来浇灌","语料库",""
"小阿妹","","张也","山上一朵朵美丽的花⏎全部为你摘下哎呀呀⏎送给我那梦中的她⏎我的妹妹妹妹哎呀呀⏎我不会说太多的话⏎因为我的嘴笨哎呀呀⏎鲜花送去所有祝愿⏎祝愿我的妹妹哎呀呀⏎何不用那山泉清清的水来⏎洗洗你黑黑的发⏎看这风景美丽的像幅画⏎不如你那甜甜的笑⏎对面山上还有我的小阿妹⏎哥哥正在盼你归呀呀⏎对面山上还有我的小阿妹⏎暮色已低垂哎呀呀⏎对面山上还有我的小阿妹⏎哥哥正在盼你归呀呀⏎对面山上还有我的小阿妹⏎暮色已低垂哎呀呀⏎山上一朵朵美丽的花⏎全部为你摘下哎呀呀⏎送给我那梦中的她⏎我的妹妹妹妹哎呀呀⏎我不会说太多的话⏎因为我的嘴笨哎呀呀⏎鲜花送去所有祝愿⏎祝愿我的妹妹哎呀呀⏎何不用那山泉清清的水来⏎洗洗你黑黑的发⏎看这风景美丽的像幅画⏎不如你那甜甜的笑⏎对面山上还有我的小阿妹⏎哥哥正在盼你归呀呀⏎对面山上还有我的小阿妹⏎暮色已低垂哎呀呀⏎对面山上还有我的小阿妹⏎哥哥正在盼你归呀呀⏎对面山上还有我的小阿妹⏎暮色已低垂哎呀呀⏎对面山上还有我的小阿妹⏎哥哥正在盼你归呀呀⏎对面山上还有我的小阿妹⏎暮色已低垂哎呀呀","语料库",""
"兰花花","","张也","青线线的那个蓝线线⏎蓝个英英的彩⏎生下一个蓝花花⏎实实的爱死个人⏎五谷里的那个田苗子儿⏎唯有高梁高⏎一十三省的女儿哟⏎唯有那个蓝花花好⏎正月里那个说媒⏎三月里交大钱⏎三班子那个吹来⏎撇下我的情哥哥⏎抬进了周家⏎蓝花花下轿来东望西找⏎找见周家的后老子⏎好像那一座坟⏎你要死来你早早地死⏎前饷你死来⏎后饷我蓝花花走⏎手提上那个羊肉⏎怀里揣上糕⏎我往哥哥家里跑⏎我见到我的情哥哥⏎有说不完的那话⏎咱们两个死活哟⏎长在一搭⏎长在一搭","语料库",""
"美丽的野芭蕉","","张也","山青青 树高高⏎泉水边长着野芭蕉⏎枝繁繁 叶茂茂⏎宛若仙女在山腰⏎风儿轻轻吹 雨儿乐淘淘⏎山歌伴随彩云飘⏎风儿轻轻吹 雨儿乐淘淘⏎山歌伴随彩云飘⏎啊！美丽的野芭蕉⏎啊！美丽的野芭蕉⏎千回百转出山来⏎你在梦中笑⏎啊！美丽的野芭蕉⏎深情酿出甘泉水⏎滴滴沁入我心扉⏎和你相约在风雨桥⏎天蓝蓝 云迢迢⏎阳光下长着野芭蕉⏎花艳艳 果窈窈⏎犹见壮乡小阿娇⏎蝶儿翩翩舞 鸟儿喜闹闹⏎芦笙追着绣球抛⏎蝶儿翩翩舞 鸟儿喜闹闹⏎芦笙追着绣球抛⏎啊！美丽的野芭蕉⏎啊！美丽的野芭蕉⏎莫道山高路远 心诚情亦到⏎啊！美丽的野芭蕉⏎爱如涓涓长流水⏎滋润万物大地⏎你我相伴岁月芬芳⏎啊！野芭蕉！⏎莫道山高路远 心诚情亦到⏎啊！野芭蕉！⏎啊！野芭蕉！","语料库",""
"蓝花花","","张也","青线线那个蓝线线蓝格英英的彩⏎生下一个蓝花花实实的爱死人⏎五谷里那个田苗子唯有高粱高⏎一十三省的女儿呦唯有那个蓝花花好⏎正月里那个说媒二月里订⏎三月里交大钱四月里迎⏎三班子那个吹来两班子打⏎撇下我的情哥哥抬进了周家⏎蓝花花我下轿来东望西照⏎照见周家的猴老子好像一座坟⏎你要死来你早早的死⏎前晌你死来后晌我兰花花走⏎手提上那个羊肉怀揣上糕⏎拼上性命往哥哥家里跑⏎我见到我的情哥哥有说不完的那话呀⏎咱们俩死活呦长在一搭咱们俩死活呦长在一搭","语料库",""
"蝴蝶泉边","","张也","哎 哎⏎大理三月好风光哎⏎蝴蝶泉边好梳妆⏎蝴蝶飞来采花蜜哟⏎阿妹梳头为哪妆⏎蝴蝶飞来采花蜜⏎阿妹梳头为哪妆⏎哎 蝴蝶泉水清又清⏎丢个石头试水深⏎有心摘花怕有刺⏎徘徊心不啊咿哟⏎哎 有心摘花莫怕刺哎⏎有心唱歌莫多问⏎有心撒网莫怕水哟⏎见面好相认⏎阳雀飞过高山顶⏎留下一串响玲声⏎阿妹送我金荷包哟⏎哥是有情人啊咿哟⏎燕子衔泥为做窝⏎有情无情口难说⏎相交要学常流水哟⏎朝露哥莫学啊咿哟⏎祖传三代是铁匠⏎炼得好钢锈不生⏎哥心似钢最坚贞⏎妹莫错看人⏎送把钢刀佩妹身⏎钢刀便是好见证⏎苍山雪化洱海干⏎难折好钢刃⏎椰榄好吃回味甜⏎打开青苔喝山泉⏎山盟海誓先莫讲⏎相会待明年⏎明年花开蝴蝶飞⏎阿哥有心再来会⏎苍山脚下找金花⏎金花是阿妹⏎苍山脚下找金花⏎金花是阿妹","语料库",""
"月亮走,我也走","","张也","月亮走我也走⏎我送阿哥到村口 到村口⏎阿哥去当边防军⏎十里相送难分手 难分手⏎啊⏎天上云追月⏎地下风吹柳⏎月亮月亮歇歇脚⏎我俩话儿没说够  没说够⏎月亮走我也走⏎我送阿哥到桥头 到桥头⏎阿哥是个好青年⏎千里边疆显身手 显身手⏎啊⏎晚风悠悠吹⏎小河静静流⏎阿哥阿哥听我说⏎早把喜报捎回头⏎捎回头 啊⏎月亮走我也走⏎我送阿哥到桥头 到桥头⏎阿哥是个好青年⏎千里边疆显身手 显身手⏎啊⏎晚风悠悠吹⏎小河静静流⏎阿哥阿哥听我说⏎早把喜报捎回头⏎捎回头⏎捎回头","语料库",""
"弥渡山歌","","张也","咿~哪~~⏎山对山来崖对崖⏎蜜蜂采花深山里来⏎蜜蜂本为采花死⏎梁山伯为祝英台⏎咿~哪~~⏎梁山伯为祝英台⏎咿~哪~~⏎山对山来崖对崖⏎小河隔着过不尼来⏎哥抬石头 妹兜土⏎花桥造起走过尼来⏎咿~哪~~⏎花桥造起走过尼来⏎咿~哪~~⏎山对山来崖对崖⏎蜜蜂采花深山里来⏎蜜蜂本为采花死⏎梁山伯为祝英台⏎咿~哪~~⏎梁山伯为祝英台⏎咿~哪~~⏎山对山来崖对崖⏎小河隔着过不尼来⏎哥抬石头 妹兜土⏎花桥造起走过尼来⏎咿~哪~~⏎花桥造起走过尼来","语料库",""
"红莓花儿开","","周虹","田野小河边红莓花儿开⏎有一位少年真使我喜爱⏎可是我不能对他表白⏎满腹的心腹话儿没法讲出来⏎满腹的心腹话儿没法讲出来⏎他对这桩事情一点不知道⏎少女为他思念天天在心焦⏎河边红莓花儿已经凋谢了⏎少女的思念一点儿没减少⏎少女的思念一点儿没减少⏎少女的思恋天天在增长⏎我是一个姑娘怎么对他讲⏎没有勇气诉说我尽在彷徨⏎让我的心上人儿自己去猜想⏎让我的心上人儿自己去猜想⏎啊...啊...啊...啊...⏎啊...啊..让我的心上人儿自己去猜想⏎啊...啊...啊...啊...⏎啊...啊..让我的心上人儿自己去猜想","语料库",""
"恋歌","","周虹","小河清呀清波泛绿水⏎山歌好唱谁来对⏎满山茶花哪一朵最美⏎你说来听一听⏎哪一朵最美⏎你说来听一听⏎小河清呀清波泛绿水⏎阿妹唱歌阿哥对⏎什么花都比不上你美⏎你才是最美⏎比也比不上呀⏎你才是最美⏎高山青呀蜜蜂采花蕊⏎山歌好唱谁来对⏎什么爱像蜜蜂成双对⏎你说来听一听⏎什么爱最真⏎你说来听一听⏎高山青呀蜜蜂采花蕊⏎阿妹唱歌阿哥对⏎隔山隔水来呀来相会⏎愿与你永相随⏎来呀来相会⏎愿与你永相随⏎小河清呀清波泛绿水⏎山歌好唱谁来对⏎小阿哥哟⏎满山茶花哪一朵最美⏎你说来听一听⏎哪一朵最美⏎你说来听一听⏎小河清呀清波泛绿水⏎阿妹唱歌阿哥对⏎小阿妹哟⏎什么花都比不上你美⏎你才是最美⏎比呀比不上呀⏎你才是最美⏎THE END","语料库",""
"花儿","","周华健","所有的鲜花都在哪儿啊⏎在我们爱的姑娘心里啊⏎姑娘们的心在哪儿啊⏎在他们爱的汉子身上啊⏎所有的鲜花都在哪儿啊⏎在我们爱的姑娘心里啊⏎姑娘们的心在哪儿啊⏎在他们爱的汉子身上啊⏎心爱的汉子在哪儿啊⏎就在那远方为了梦想啊⏎梦想在哪儿 梦想在故乡⏎梦想的土地 让那花儿一朵朵的绽放⏎所有的鲜花都在哪儿啊⏎在我们爱的姑娘心里啊⏎姑娘们的心在哪儿啊⏎在他们爱的汉子身上啊⏎心爱的汉子在哪儿啊⏎就在那远方为了梦想啊⏎梦想在哪儿 梦想在故乡⏎梦想的土地 让那花儿一朵朵的绽放⏎心爱的汉子在哪儿啊⏎就在那远方为了梦想啊⏎梦想在哪儿 梦想在故乡⏎梦想的土地 让那花儿一朵朵的绽放","语料库",""
"爬山歌(《金凤凰》插曲)","","葛兰","一步呀一步走呀走 走呀走⏎走呀走 走呀走⏎走上前面高山头⏎一步呀一步走呀走 走呀走⏎走呀走 走呀走呀走⏎走上前面高山头⏎我们是亲爱好朋友⏎趁着这假期来郊游⏎学校里考试要争先⏎谁也一样不肯呀落人后⏎一步呀一步走呀走 走呀走⏎走呀走 走呀走⏎走上前面高山头⏎一步呀一步走呀走 走呀走⏎走呀走 走呀走呀走⏎走上前面高山头⏎你看他爬山也用手⏎活像那爬树的小毛猴⏎还有她蛇样扭呀扭⏎这边一个满头大汗喘呀喘如牛⏎一路唱 一路走⏎肩并肩呀手拉手⏎有说有笑上山顶 上山顶⏎不到山顶不停留⏎一步呀一步走呀走 走呀走⏎走呀走 走呀走呀走⏎走上前面高山头⏎一步呀一步走呀走⏎走呀走⏎走上前面高山头⏎走上前面高山头","语料库",""
"那就是我","","谷建芬","我思念故乡的小河，⏎还有河边吱吱唱歌的水磨。⏎我思念故乡的炊烟，⏎还有小路上赶集的牛车，⏎我思念故乡的明月，⏎还有青山映在水中的倒影，⏎噢！妈妈，⏎如果你听到远方飘来的山歌，⏎那就是我，⏎那就是我，⏎我思念故乡的小河，⏎还有河边吱吱唱歌的水磨。⏎噢！妈妈，⏎如果有一朵浪花向你微笑，⏎那就是我，⏎那就是我，⏎那就是我，⏎我思念故乡的炊烟，⏎还有小路上赶集的牛车，⏎噢！妈妈，⏎如果有一支竹笛向你吹响，⏎那就是我，⏎那就是我，⏎那就是我，⏎我思念故乡的渔火，⏎还有沙滩上美丽的海螺，⏎噢！妈妈，⏎如果有一叶风帆向你驶来，⏎那就是我，⏎那就是我，⏎那就是我，⏎就是我。⏎我思念故乡的明月，⏎还有青山映在水中的倒影，⏎噢！妈妈，⏎如果你听到远方飘来的山歌，⏎那就是我，⏎那就是我，⏎那就是我，","语料库",""
"花儿为什么这样红","","苏云","花儿为什么这样红为什么这样红⏎哎红得好像红得好像燃烧的火⏎它象征着纯洁的友谊和爱情⏎花儿为什么这样鲜为什么这样鲜⏎哎鲜得使人鲜得使人不忍离去⏎它是用了青春的血液来浇灌⏎哎鲜得使人鲜得使人不忍离去⏎它是用了青春的血液来浇灌⏎花儿为什么这样红为什么这样红⏎哎红得好像红得好像燃烧的火⏎它象征着纯洁的友谊和爱情⏎花儿为什么这样鲜为什么这样鲜⏎哎鲜得使人鲜得使人不忍离去⏎它是用了青春的血液来浇灌⏎哎鲜得使人鲜得使人不忍离去⏎它是用了青春的血液来浇灌","语料库",""
"小河淌水","","苏云","哎~月亮出来亮汪汪亮汪汪⏎想起我的阿哥在深山⏎哥象月亮天上走天上走⏎哥啊哥啊哥啊⏎山下小河淌水清悠悠⏎哎~月亮出来亮汪汪亮汪汪⏎想起我的阿哥哎在深山⏎哥象月亮天上走天上走⏎哥啊哥啊哥啊⏎山下小河淌水清悠悠⏎哎~月亮出来亮照半坡照半坡⏎望见月亮想起我的哥⏎一阵轻风吹上坡吹上坡⏎哥啊哥啊哥啊⏎你可听见阿妹叫阿哥⏎哎~月亮出来亮汪汪亮汪汪⏎想起我的阿哥哎在深山⏎哥象月亮天上走天上走⏎哥啊哥啊哥啊⏎山下小河淌水清悠悠","语料库",""
