"题目","朝代","作者","内容","来源","词牌"
"英雄美人(电影""教我如何不想她""插曲)","","葛兰","西班牙古国馀风⏎壮士们斗牛真英勇⏎挺起了胸 大踏步去冲锋⏎不怕牛脾气多么的凶⏎张开了手中旗满眼红⏎吹起车号引起欢声震动⏎一霎时走上前好威风⏎大家敬仰胜利英雄⏎西班牙古国馀风⏎壮士们斗牛真英勇⏎挺起了胸 大踏步去冲锋⏎不怕牛脾气多么的凶⏎张开了手中旗满眼红⏎吹起车号引起欢声震动⏎一霎时走上前好威风⏎大家敬仰胜利英雄⏎斗牛场上流血汗姿势从容⏎晚上美人来相会风流万种⏎西班牙 英雄美人 美人英雄⏎斗牛场上流血汗姿势从容⏎晚上美人来相会风流万种⏎西班牙 英雄美人 美人英雄⏎啊 啊 啊 啊 啊⏎啊 啊 啊 Oh Le","语料库",""
"好儿童(《星星月亮太阳》插曲)","","葛兰","今天好儿童明天主人翁⏎要学真本领读书就用功⏎要使身体强大家多运动⏎勤快活泼不做懒惰虫⏎世界天天变⏎人人要向前⏎一路不能停快马也加鞭⏎龟兔来赛跑你说谁领先⏎要是懒惰就要落后边⏎读书做游戏都要懂道理⏎谁也不能发脾气⏎勤奋像蜜蜂合作像蚂蚁⏎成绩才能得第一⏎今天好儿童明天主人翁⏎要学真本领读书就用功⏎要使身体强大家多运动⏎勤快活泼不做懒惰虫⏎今天好儿童明天主人翁⏎要学真本领读书就用功⏎要使身体强大家多运动⏎勤快活泼不做懒惰虫⏎世界天天变人人要向前⏎一路不能停快马也加鞭⏎龟兔来赛跑你说谁领先⏎要是懒惰就要落后边⏎读书做游戏都要懂道理⏎谁也不能发脾气⏎勤奋像蜜蜂合作像蚂蚁⏎成绩才能得第一⏎今天好儿童明天主人翁⏎要学真本领读书就用功⏎要使身体强大家多运动⏎勤快活泼不做懒惰虫","语料库",""
"游车河(《金凤凰》插曲)","","葛兰","乡村风光太呀嘿太平常呦⏎不是青山高呀⏎就是绿水长⏎山水从来不改模样⏎怎能够长欣赏哟⏎乡村风光太呀嘿太平常呦⏎不是稻梁田呀⏎就是养鱼塘⏎眼前虽是鱼米乡呀⏎看在眼里⏎缺少那好印象呦⏎坐上了汽车到城厢⏎阵阵轻风吹到了我身旁⏎道旁的树木摇又晃⏎好像欢送我们呀去观光⏎城市风光不呀吗不平常哟⏎到处起楼房呀⏎车辆往来忙⏎女人个个穿上新装⏎只有那牛和羊哟⏎城市风光不呀吗不平常哟⏎到处起楼房呀⏎车辆往来忙⏎女人个个穿上新装⏎只有那牛和羊哟⏎到了城里只好要忘家乡哟","语料库",""
"只要一个你(电影""教我如何不想她""插曲)","","葛兰","问问你自己⏎要什么东西⏎要不要珠宝⏎再配上皮大衣⏎买一块地皮⏎把洋楼造起⏎可是我想来想去全不合意⏎看黄金白银几万万⏎也不足稀奇⏎看张三李四献殷勤⏎反而会生气⏎我不知不觉⏎就爱上了你⏎在我心里只要一个你⏎问问你自己⏎要什么东西⏎我不要珠宝⏎我不要皮大衣⏎我不造洋楼⏎我不买地皮⏎也一样想来想去全不合意⏎看黄金白银几万万⏎也都不稀奇⏎看张三李四献殷勤⏎反而会生气⏎我不知不觉⏎就爱上了你⏎在我心里只要一个你","语料库",""
"睡觉吧(电影""辫子姑娘""插曲)","","葛兰","时候不早啦⏎康康 睡觉吧⏎你玩也玩得够⏎你吃也吃得饱⏎安安静静地去睡觉⏎明天一早到学校⏎不 我不睡嘛⏎晚上你不肯睡⏎早晨你起不早⏎功课哪里会做得好⏎大考起来真糟糕⏎睡吧 玩的日子多着呢⏎儿童节就快到⏎崭新的衣裳换一套⏎我们俩一块儿去青山⏎顺便还要去逛大澳⏎你真的不听话⏎哼⏎全不听 说不好⏎睁大了眼睛对人笑⏎这样的孩子吃不消⏎明天就卷了铺盖跑⏎你不要走 我听你的话⏎你要是真听话⏎马上就去睡觉⏎爸爸妈妈也疲倦了⏎等你睡了才睡得着","语料库",""
"大人的游戏","","吴浩康","请复我好吗回复往日闲话⏎请不要因贪玩制造牵挂⏎难道当不再有牙⏎至想接鲜花⏎但这小玩意得吗⏎相恋也当玩其实也很简单⏎天荒与地老就靠赌赢天有眼⏎如若更贪玩⏎就别离为了玩得太惯⏎要突破要有突破⏎要世界擦枪走火⏎最有权力那些人宁愿玩人⏎大游戏一玩会令世间流离⏎钱财物欲油田及宗教⏎谁又碰得起⏎笑爱情没法与它相比⏎成人大游戏⏎比恋爱来得轰烈有味⏎宁愿小一点志气⏎请宽恕好吗无谓勇于吵架⏎只需要大家读过新闻都会化⏎情没有输家⏎但地球大战什么都会炸⏎有时玩意疯狂绝对很可怕⏎爱情大概适宜奉上嘴巴⏎贪玩会死⏎只想爱你","语料库",""
"爱情游戏","","大哲","爱情游戏⏎你妩媚的眼神 笑的太迷离⏎可怜我太笨 想抓抓不住你⏎当牛又作马 赴汤蹈火在所不惜⏎可你却从来不在意⏎在你的心里 什么才是唯一⏎忽东又忽西  让人捉摸不定⏎思前又想后 还是不愿把你放弃⏎陷入这爱情的游戏⏎我猜来猜去还是 猜不透你的心⏎我算来算去最后 却伤了我自己⏎爱你死心塌地 怎么能够把你忘记⏎让我再重新 找回我自己⏎我猜来猜去还是 猜不透你的心⏎我算来算去最后 却伤了我自己⏎爱你无怨无悔 你为何没有半点怜惜⏎最后我明白 所谓的爱情⏎Rap⏎在你的心里 爱情只是游戏⏎可怜我当初 苦苦追寻你⏎真心又真意 把我的爱全部给你⏎可你却从来不在意⏎在我的心里 你就是我唯一⏎为何你总是 不断在逃避⏎最亲爱的你 是否明白我的爱意⏎爱你让我无法抗拒","语料库",""
"一场游戏一场梦","","孙建平_&_Sweet_Style","不要谈什么分离⏎我不会因为这样而哭泣⏎那只是昨夜的一场梦而已⏎不要说愿不愿意⏎我不会因为这样而在意⏎那只是昨夜的一场游戏⏎那只是一场游戏一场梦⏎虽然你影子还出现我眼里⏎在我的歌声中　早已没有你⏎那只是一场游戏一场梦⏎不要把残缺的爱留在这里⏎在两个人的世界里　不该有你⏎喔　为什么道别离　又说什么在一起⏎如今虽然没有你　我还是我自己⏎说什么此情永不渝⏎说什么我爱你⏎如今的我依然没有你⏎我还是我自己⏎那只是一场游戏一场梦⏎虽然你影子还出现我眼里⏎在我的歌声中　早已没有你⏎那只是一场游戏一场梦⏎不要把残缺的爱留在这里⏎在两个人的世界里　不该有你⏎喔　为什么道别离　又说什么在一起⏎如今虽然没有你　我还是我自己⏎说什么此情永不渝⏎说什么我爱你⏎如今的我依然没有你⏎我还是我自己⏎喔　为什么道别离　又说什么在一起⏎如今虽然没有你　我还是我自己⏎说什么此情永不渝⏎说什么我爱你⏎如今的我依然没有你⏎我还是我自己","语料库",""
"一场游戏一场梦","","苏云","不要谈什么分离⏎我不会因为这样而哭泣⏎那只是昨夜的一场梦而已⏎不要说愿不愿意⏎我不会因为这样而在意⏎那只是昨夜的一场游戏⏎那只是一次游戏一场梦⏎虽然你影子还出现我眼里⏎在我的歌声中早已没有你⏎那只是一场游戏一场梦⏎不要把残缺的爱留在这里⏎在两个人的世界里⏎为什么道别离⏎说什么在一起⏎如今虽然没有你⏎我还是我自己⏎说什么此情永不渝⏎说什么我爱你⏎如今依然没有你⏎我还是我自己⏎不要谈什么分离⏎我不会因为这样而哭泣⏎那只是昨夜的一场梦而已⏎不要说愿不愿意⏎我不会因为这样而在意⏎那只是昨夜的一场游戏⏎那只是一次游戏一场梦⏎虽然你影子还出现我眼里⏎在我的歌声中早已没有你⏎那只是一场游戏一场梦⏎不要把残缺的爱留在这里⏎在两个人的世界里⏎不该有你⏎吼 为什么道别离⏎又说什么在一起⏎如今虽然没有你⏎我还是我自己⏎说什么此情永不渝⏎说什么我爱你⏎如今依然没有你⏎我还是我自己","语料库",""
"等待_(《帝都公主传》电影插曲)","","萌萌哒天团","问世间情为何物⏎直教人生死相许⏎红尘多情苦了痴情儿女⏎沉默于悠悠岁月这蒙蒙烟雨⏎思念幻成飘飞的桐花雨⏎款款深情映诗篇⏎爱原是生命插曲⏎一曲琵琶诉情意⏎两眼泪花聚思念搁浅那缠绵的柔情⏎却苍凉了心灵⏎我痴痴等待一声轻叹中⏎一缕相思悄悄散落风中⏎尘封记忆惆怅了一帘残梦⏎人生如花叹如梦⏎伫立往昔烟雨楼⏎独倚楼台心重重⏎细细品味往日温柔缠绵⏎淡染了季末离颜⏎那柔情剪剪⏎天涯望断冰凉的悲年年⏎点点滴滴落眉间⏎风过处淡漠寒烟⏎思绪漫漫放心尖⏎春秋几轮回⏎穿越千年依旧深情依然⏎却留住了瞬间⏎我深深思念冰凉苦无言⏎丝丝印记挂念着每一天⏎不可挽回的眷恋百转柔肠⏎满地残花忆成殇⏎我痴痴等待一声轻叹中⏎一缕相思悄悄散落风中⏎尘封记忆惆怅了一帘残梦⏎人生如花叹如梦⏎人生如花叹如梦⏎人生如花叹如梦","语料库",""
"镇魔曲游戏概念电影原声","","网易游戏","这里 传说中离神最近的地方⏎绵延千里的极地净土⏎象征着 世界的永恒⏎也掩盖着 永恒背后的秘密⏎为使众生免于惶恐⏎慈悲圣法 遮障了不为凡人所见的真相⏎创造与毁灭 本就是共同的起源⏎离神最近的净土 也是与魔比邻的地狱之门⏎然而 被封印的总会挣脱束缚⏎一如 被威胁的总有屏障庇佑⏎一首在守护圣者间秘传千年的镇魔曲⏎就这样 在每逢为难到来时⏎延续着 也记载着⏎这脆弱的平衡和安宁背后⏎一代代天命者的牺牲与守护的传奇⏎苏醒吧 新一代的八部神众⏎苏醒吧 那些看似脆弱渺小⏎实则鲜活倔强 孕育着所有可能的人性力量⏎那力敌山河的勇气与担当⏎那不忍不忘的抱负与决绝⏎那兼爱万物语通生灵的纯净之心⏎那追寻正道坚守信仰的虔诚之力⏎那足以运转星辰参透过去未来的慧眼智心⏎苏醒吧 镇魔曲已再次响起","语料库",""
"为爱西行-主题曲-hita","","网易游戏","心经梵唱 风沙一路谁在听着⏎万法魔说 有情从何勘破⏎西行路 生死缘劫渡尽 为求真切因果⏎遥途观自在 谁听业障消磨⏎画尽风骨 描不上阴阳的交错⏎潇湘烟雨 载不动落花随流波⏎谁判善恶 子不语虚妄又何来鬼神凭说⏎天魔劫业火 一步踏错 天地殊途相隔⏎啊 眷恋着无边江山 巍峨⏎舍不得 轮转红尘难灭 心火⏎人心最难测 纵情不归沉湎于苦乐⏎情 总与怨纠葛 念念中堕仙入魔⏎画尽风骨 描不上阴阳的交错⏎潇湘烟雨 载不动落花随流波⏎谁判善恶 子不语虚妄又何来鬼神凭说⏎天魔劫业火 一步踏错 天地殊途相隔⏎啊 花与叶谁才占尽 春色⏎向谁说 梦中青梅酒香 影破⏎化魂为玉骨 为谁遮一片天晴雨过⏎缘 仍交缠业果 谁又唱前世离歌⏎啊 眷恋着无边江山 巍峨⏎舍不得 轮转红尘难灭 心火⏎前因结后果 三千世界何处是极乐⏎爱 拼一生相约 证生生世世一诺","语料库",""
"缠绵游戏","","梁汉文","夜夜有没有像这夜那么静⏎似听见这颗心滴血声⏎回味着你昨晚像恶梦似的话⏎你给我的竟不是爱情⏎是你说从来无人⏎像我在做尽傻事⏎竟然仍然认真对这玩意⏎为何从前爱得极度容易⏎将来和谁再讲这段趣事⏎缠绵游戏过后⏎为何能舍得放手⏎是定律或是爱不够⏎告诉我这段缠绵游戏过后⏎为何情不可永久⏎是事实并没有真爱⏎或根本我未看透⏎但觉得从前情人⏎在世上并没存在⏎多年来从未真正去被爱⏎我只站在门外⏎你只当做意外⏎缠绵游戏过后⏎为何能舍得放手⏎是定律或是爱不够⏎告诉我这段缠绵游戏过后⏎为何情不可永久⏎是事实并没有真爱⏎或根本我未看透⏎缠绵游戏过后⏎为何能舍得放手⏎是定律或是爱不够⏎告诉我这段缠绵游戏过后⏎为何情不可永久⏎是事实并没有真爱⏎或根本我未看透","语料库",""
"留痕(《鉴证实录》主题曲)","","梁汉文","谁 没有幻真千变的个性⏎谁 独有慧根事事透澈看清⏎心似静偏又未静 为片片扑朔记忆与爱情⏎从此我 冷傲愤怒 盼望这样去欺骗眼睛⏎情 像只夜猫 优雅转野性⏎情 像片烈火但又盖满厚冰⏎天注定 偏未认命⏎又进进退退痛苦试爱情⏎谁可以 以夜以雾以泪笑着去封闭眼睛⏎当心伤过便留痕 情人若爱过梦中有影⏎那脚印 那街灯 回眸时全部一一可证⏎发梢已早刻记倦恋过的温馨⏎当一切匆匆过像无形⏎抬头又察觉夜空有星⏎有冷雨 有风声仍茫然重述一丝一缕⏎远方瘦削你的身影 已作了爱的一生鉴证⏎呀依呀依呀依呀⏎依 呀 依 Haa……⏎情 像只夜猫 优雅转野性⏎情 像片烈火但又盖满厚冰⏎天注定 偏未认命⏎又进进退退痛苦试爱情⏎谁可以 以夜以雾以泪笑着去封闭眼睛⏎当心伤便留痕 情人若爱过梦中有影⏎那脚印 那街灯 回眸时全部一一可证⏎发梢已早刻记倦恋过的温馨⏎当一切匆匆过像无形⏎抬头又察觉夜空有星⏎有冷雨 有风声仍茫然重述一丝一缕⏎远方瘦削你的身影 已作了爱的一生鉴证","语料库",""
"就像电影","","王麟","就像是电影 哭红了眼睛⏎感人的剧情 有音乐做背景⏎两个人旅行 忽略了陌生美丽的风景⏎就像电影里完美的爱情⏎我们都曾渴望自由而想放手⏎或许自由只是自私的借口⏎回忆哭过 笑过 爱过 痛过⏎念过 彼此付出了太多⏎也许我们都无法去遵守规则⏎只想拥有电影浪漫的生活⏎可是离开彼此 又害怕寂寞⏎就像是电影 哭红了眼睛⏎感人的剧情 有音乐做背景⏎两个人旅行 忽略了陌生美丽的风景⏎就像电影里完美的爱情⏎我们都曾渴望自由而想放手⏎或许自由只是自私的借口⏎回忆哭过 笑过 爱过 痛过⏎念过 彼此付出了太多⏎也许我们都无法去遵守规则⏎只想拥有电影浪漫的生活⏎可是离开彼此 又害怕寂寞⏎我们都曾渴望自由而想放手⏎或许自由只是自私的借口⏎回忆哭过 笑过 爱过 痛过⏎念过 彼此付出了太多⏎也许我们都无法去遵守规则⏎只想拥有电影浪漫的生活⏎可是离开彼此 又害怕寂寞⏎就像是电影 哭红了眼睛⏎感人的剧情 有音乐做背景⏎两个人旅行 忽略了陌生美丽的风景⏎就像电影里完美的爱情","语料库",""
"神秘的游戏","","陈慧娴","将我的心奉献给你⏎将欢乐奏起⏎爱与热诚为我打气⏎心里一切为你起⏎想每一天能对着你⏎将被频调较一起⏎你似那月球 我已向着你⏎火箭的我已起飞⏎谁可解释 那份神秘⏎谁可抵挡 会逃避⏎谁可推测 爱像游戏⏎谁可讲出 爱是何味⏎爱你 爱你 爱你 爱你 爱你 再没有伤悲⏎将我的心奉献给你⏎将欢乐奏起⏎爱与热诚为我打气⏎心里一切为你起⏎想每一天能对着你⏎将被频调较一起⏎你似那月球 我已向着你⏎火箭的我已起飞⏎谁可解释 那份神秘⏎谁可抵挡 会逃避⏎谁可推测 爱像游戏⏎谁可讲出 爱是何味⏎爱你 爱你 爱你 爱你 爱你 再没有伤悲⏎谁可解释 那份神秘⏎谁可抵挡 会逃避⏎谁可推测 爱像游戏⏎谁可讲出 爱是何味⏎爱你 爱你 爱你 爱你 爱你 再没有伤悲","语料库",""
"寒岁清梦（《御剑情缘》周年主题曲）","","音频怪物","送秋亭外烟雨横越长空⏎青梅时节笑谈春枝意浓⏎临水自问谢过川野流风⏎叶露清冷犹记如花颜容⏎也曾轻踏云阶御剑凌空⏎远望天海潮起雷火暗涌⏎末路崖尖寥落残影飞虹⏎淡然隐去昔时忘情相拥⏎是谁造就无瑕清梦⏎方知荒寒岁月最深重⏎痴爱九劫无疾而终⏎葬灭年少千百瞬心动⏎是谁酒祭无碑青冢⏎沧雪复过几转春与冬⏎有缘相知无命相终⏎微身随浮碧水间落红⏎也曾执伞漫行游遍群峰⏎意气风发妄想与世相争⏎仙魔界内动荡有情众生⏎凡眼怎窥世事幻变无穷⏎是谁造就无瑕清梦⏎方知荒寒岁月最深重⏎痴爱九劫无疾而终⏎葬灭年少千百瞬心动⏎是谁酒祭无碑青冢⏎沧雪复过几转春与冬⏎有缘相知无命相终⏎微身随浮碧水间落红⏎是谁凝望无垠苍穹⏎天外明灭十七盏星灯⏎琼蕊凋尽无人相送⏎久别一恨恨情深何用⏎是谁转身无泪血涌⏎如蝶潜行凄艳终无声⏎剑锋斩断无名心痛⏎静如芳草倦守过枯荣","语料库",""
"北京榜样(“北京榜样”主题曲)","","孙楠","千万人中你很平常⏎你我常走在同一条街巷⏎这生活因你淡妆清香⏎这古都因你浓墨飞扬⏎千万人中你很平常⏎你是我的邻里街坊⏎你的智慧闪耀着幸福之光⏎你的爱心传递着每个希望⏎平凡中的力量⏎就在我们身旁⏎平凡中的力量⏎就在我们身旁⏎没有勋章也一样闪亮⏎没有光环也温暖四方⏎千万人中你很平常⏎你是我的邻里街坊⏎你的智慧闪耀着幸福之光⏎你的爱心传递着每个希望⏎平凡中的力量⏎就在我们身旁⏎平凡中的力量⏎北京榜样⏎就在我们身旁⏎没有勋章也一样闪亮⏎没有光环也温暖四方⏎这是生命中最坚实的臂膀⏎这是千年古都最火热的心肠⏎北京榜样⏎平凡中的力量⏎北京榜样⏎就在我们身旁⏎北京榜样⏎平凡中的力量⏎北京榜样⏎就在我们身旁","语料库",""
"公路电影","","鞠起","陈斌、郭实⏎创作于南京⏎城市是林立的分叉路口⏎切割了天空的宽广成井口⏎苍茫 苍茫 苍老又荒凉⏎旷野是没有方向的远方⏎解开了枷锁却没有了希望⏎苍茫 苍茫 苍白又迷茫⏎没有路的地方⏎只有心才是方向⏎没有心的身躯⏎需要更华丽的衣装⏎红色的斑点迷醉中⏎纷跃在 黑雾茫茫⏎漫长的一场公路电影⏎一路颠簸 奔波摇晃⏎迷雾纷扰 缠缠绕绕⏎而我的心在哪里⏎可不可以 交给你收藏⏎从此你就是我的衣装⏎我永恒的方向⏎旷野是没有方向的远方⏎解开了枷锁却没有了希望⏎苍茫 苍茫 苍白又迷茫⏎没有路的地方⏎只有心才是方向⏎没有心的身躯⏎需要更华丽的衣装⏎红色的斑点迷醉中⏎纷跃在 黑雾茫茫⏎漫长的一场公路电影⏎一路颠簸 奔波摇晃⏎迷雾纷扰 缠缠绕绕⏎而我的心在哪里⏎可不可以 交给你收藏⏎从此你就是我的衣装⏎我永恒的方向⏎红色的斑点迷醉中⏎纷跃在 黑雾茫茫⏎漫长的一场公路电影⏎一路颠簸 奔波摇晃⏎灰尘纷扰 缠缠绕绕⏎而我的心在哪里⏎可不可以 交给你收藏⏎从此你就是我的衣装⏎我永恒的方向","语料库",""
"午夜电影","","鞠起","电影就要散场⏎天空已下起了雪⏎我在马路边点着一支烟⏎然后看着它熄灭⏎在我身边的女孩⏎系着红色的发带⏎站在我身边看我点着烟⏎陪我看着它熄灭⏎就在这下着薄雪的夜晚⏎让我感受青春的温暖⏎眼前是我想拥抱的女孩⏎不知不觉温柔就弥漫⏎就算我买不到午夜的电影票⏎也可以让爱传遍她每一根发梢⏎当这电影已散场，午夜已去⏎电影已经散场⏎人群渐渐走远⏎我在马路边她在我身边⏎天空还在下着雪⏎我不经意地问她⏎你要不要回家⏎她却不说话笑着看雪花⏎只用沉默来回答⏎就在这下着薄雪的夜晚⏎让我感受青春的温暖⏎眼前是我想拥抱的女孩⏎不知不觉温柔就弥漫⏎就算我买不到午夜的电影票⏎也可以让爱传遍她每一根发梢⏎当这电影已散场，午夜已去⏎*⏎*⏎*⏎*⏎*⏎*⏎*⏎*⏎就在这下着薄雪的夜晚⏎让我感受青春的温暖⏎眼前是我想拥抱的女孩⏎不知不觉温柔就弥漫⏎就算我买不到午夜的电影票⏎也可以让爱传遍她每一根发梢⏎当这电影已散场，午夜已去⏎当这电影已散场，午夜已去⏎当这电影已散场，午夜已去","语料库",""
"墓王之王 主题歌 一世痴狂","","魏小涵","红颜笑 雪在烧⏎浊酒醉 情恨绕⏎有多少痴情人⏎望断天涯见不到⏎秋水长 风落飘⏎险中行 断魂道⏎有多少江湖事⏎古往今来解不了⏎袖中的剑 指尖的刀⏎无法割断 尘世中情怨⏎忘川的水 彼岸的花⏎轮回千年修的姻缘⏎情缘的茧 时光的沙⏎无法隔绝 我对你思念⏎想你 念你 陪你 牵你⏎宠你 恋你 爱你⏎月夜凉 残烛愰⏎相思引 遥相望⏎有多少英雄泪⏎侠骨柔情万古伤⏎沧海浪 流年船⏎生死情 侠义道⏎有多少刀剑笑⏎豪气冲天傲天下⏎袖中的剑 指尖的刀⏎无法割断 尘世中情怨⏎忘川的水 彼岸的花⏎轮回千年修的姻缘⏎情缘的茧 时光的沙⏎无法隔绝 我对你思念⏎想你 念你 陪你 牵你⏎宠你 恋你 爱你⏎一世痴狂⏎袖中的剑 指尖的刀⏎无法割断 尘世中情怨⏎忘川的水 彼岸的花⏎无法阻挡⏎轮回千年修的姻缘⏎情缘的茧 时光的沙⏎无法隔绝 我对你思念⏎想你 念你 陪你 牵你⏎宠你 恋你 爱你⏎一世痴狂⏎想你 念你 陪你 牵你⏎宠你 恋你 爱你⏎一世痴狂","语料库",""
"画江湖之杯莫停-主题歌_theonestudio","","魏小涵","千剑半回眸 背月挥泪⏎酒过袖留痕⏎灯火阑珊 遁入空门⏎霜晨尽飞鸟⏎清雪伴路遥⏎提缰驻 奈何桥⏎追血凄风静⏎应是寒蓉凝⏎佳人泪 漫玉瓶⏎冰花未有情⏎冷彻不似卿⏎劝君杯莫停⏎与君同醉醒⏎揭帘映红镜⏎一笑倾城天下名⏎多情太招摇⏎长情催人老⏎痴情人肠断⏎无情最逍遥⏎只是年犹少⏎夜来霜尽梦醒时⏎竟被花香侵扰⏎一笑百媚⏎月化白龙舞 梦碎花飞⏎雪落无声⏎暗香满东城⏎庭上华灯 庭下美人⏎浪客剑无鞘⏎君子执玉箫⏎一谈笑 一挥刀⏎冰轮踏月影⏎声色静空灵⏎一回望 一跫音⏎冰花未有情⏎冷彻不似卿⏎劝君杯莫停⏎与君同醉醒⏎揭帘映红镜⏎一笑倾城天下名⏎绝代娉婷⏎多情太招摇⏎长情催人老⏎痴情人肠断⏎无情最逍遥⏎只是年犹少⏎夜来霜尽梦醒时⏎竟被花香侵扰⏎多情太招摇⏎长情催人老⏎痴情人肠断⏎无情最逍遥⏎【完】","语料库",""
"斗破苍穹_片尾曲_命定情缘（吕萌 演唱）","","魏小涵","我徘徊在寒梦里⏎找寻昨日初见的脸⏎思念如月色漫延⏎温暖淌入我心田⏎过往的爱恋⏎相隔手难牵⏎渐行渐远的少年⏎我期盼明天⏎你是否会忽然出现⏎对你的誓言 刻在我心间 不曾改变⏎世间的艰险 愿随你去历遍⏎在望穿秋水的眼里 藏熟悉容颜⏎只愿转身瞬间⏎我能触摸 你的视线⏎有身影现我梦里⏎在无数冷雨夜晚⏎咫尺天涯的别离⏎割不断你我情缘⏎回忆浮眼前⏎细语在耳边⏎一位昔日的少年⏎不去想明天⏎忘却岁月曾经变迁⏎你说的永远 回荡我心间 永不消散⏎世间的磨难 愿伴你去承担⏎在望穿秋水的眼里 藏熟悉容颜⏎只愿转身瞬间⏎我能触摸 你的视线⏎你说的永远 回荡我心间 永不消散⏎世间的磨难 愿伴你去承担⏎在望穿秋水的眼里 藏熟悉容颜⏎只愿沧海桑田⏎初心未变⏎只愿灯火阑珊⏎你我再见⏎只愿转身瞬间⏎我能触摸 你的视线⏎有身影现我梦里⏎在无数冷雨夜晚⏎咫尺天涯的别离⏎割不断你我情缘","语料库",""
"画江湖之换世门生-主题歌_theonestudio [冥月 演唱]","","魏小涵","弑血为魂 挥斩江湖险恶 煅烧我心声⏎落子残痕 宿命沸腾 碾碎这荒唐干坤⏎恩怨难分 时空爆裂交错 改写我命轮⏎易界在等 换世一生 再寻可能⏎沉默的劫数 溅醒仇恨⏎杀戮救赎 染红黄昏⏎无少年 不气盛⏎世道 强为尊⏎悬崖的轮回 往事遗存⏎梦魇终结 裁决可能⏎不疯狂 无重生⏎天下路 为谁争⏎直到我堕入你眼神⏎才看见黎明的狂奔⏎踏破方寸 穿越焰尘⏎只等换世 深情一吻⏎弑血为魂 挥斩江湖险恶 煅烧我心声⏎落子残痕 宿命沸腾 碾碎这荒唐干坤⏎恩怨难分 时空爆裂交错 改写我命轮⏎易界在等 换世一生 再寻可能⏎长眠的世界 告诫馀生⏎凌乱星屑 夜光寒冷⏎雨千里 雪万程⏎多情 锁命门⏎悲伤的狂澜 感动共存⏎咆哮长空 笑带风声⏎如果我 变陌生⏎心涅槃 再纵横⏎直到我堕入你眼神⏎才看见黎明的狂奔⏎踏破方寸 穿越焰尘⏎只等换世 深情一吻⏎弑血为魂 挥斩江湖险恶 煅烧我心声⏎落子残痕 宿命沸腾 碾碎这荒唐干坤⏎恩怨难分 时空爆裂交错 改写我命轮⏎易界在等 换世一生 再寻可能⏎弑血为魂 挥斩江湖险恶 煅烧我心声⏎落子残痕 宿命沸腾 碾碎这荒唐干坤⏎恩怨难分 时空爆裂交错 改写我命轮⏎易界在等 换世一生 再寻可能⏎------------","语料库",""
"秦时明月-游戏主题歌_theonestudio","","魏小涵","飞雪漫天忆波乱万丈⏎天外风雨有意弦音藏⏎少年英雄一朝老 任白发尽把恩仇了⏎霸世千秋笔墨挥 不敌人生一场醉⏎情如霜 月似梦 剑非攻 刃无锋⏎刹那芳华一念侠影踪⏎亡国恨 血海仇 君子怨随大江流⏎独进酒 流霞如雨化千愁⏎指下琴弦闻一声断喝⏎殿上三尺血溅风声瑟⏎咸阳城外风雨吼 天下大势千里挥戈⏎乱世侠情别离愁 英雄忘生死归途⏎六王毕 四海一 蜀山兀 阿房出⏎骊山北望千古残华梦⏎孤雁沉 箫声隐 别时楼台秦时月⏎倾宫阙 剑扫馀烬飞花雪⏎情如霜 月似梦 剑非攻 刃无锋⏎刹那芳华一念侠影踪⏎孤雁沉 箫声隐 别时楼台秦时月⏎倾宫阙 剑扫馀烬飞花雪","语料库",""
"机甲旋风-主题歌_theonestudio","","魏小涵","AI战士创造出新的世界⏎作战哪里在乎命悬一线⏎让我们将所有胜利载入史篇⏎遥望这浩瀚的星空⏎梦想如银河般璀璨⏎宿命之战就快要上演⏎你我坚定的心⏎聆听全宇宙的祈愿⏎希望如太阳般温暖⏎正义的力量随时代而涌现⏎矢志不渝的心让未来改变⏎整装出发吧 银河联合舰队⏎去打败黑洞兵团让它完蛋⏎AI战士创造出新的世界⏎作战哪里在乎命悬一线⏎冲锋陷阵只为和平实现⏎AI战士冲向新的明天⏎号角响彻所有次元空间⏎让我们将所有胜利载入史篇⏎置身机甲旋风世界⏎奔赴这片梦想战场⏎去实现各种族共同的夙愿⏎齐力终结黑暗帝国的梦魇⏎整装出发吧 银河联合舰队⏎去打败黑洞兵团让它完蛋⏎AI战士创造出新的世界⏎作战哪里在乎命悬一线⏎冲锋陷阵只为和平实现⏎AI战士冲向新的明天⏎号角响彻所有次元空间⏎让我们将所有胜利载入史篇⏎置身在机甲旋风世界⏎勇敢作战⏎实现各种族共同夙愿⏎终结梦魇","语料库",""
